dex_number	internal_index	species_label	species_name	form_name	form_type	lineage_id	evo_stage	evolves_from	evolves_into	evo_methods	evo_params	evo_item_obtainable	type1	type2	hp	atk	defense	spa	spd	spe	bst	ability1	ability2	ability_hidden	held_item1	held_item2	levelup_moves	n_levelup	tm_moves	n_tm	egg_moves	n_egg	tutor_moves	event_moves	availability	n_availability	earliest_level	earliest_checkpoint	is_starter	wild_obtainable	one_time_only	missable	siblings	is_cosmetic_form	source_files	confidence	notes	reachable
523	523	SPECIES_ZEBSTRIKA	Zebstrika	NONE	base	522	2	522	NONE	NONE	NONE	UNK	Electric		75	100	63	80	63	116	497	Lightning Rod	Sap Sipper	Flare Boost	NONE	NONE	569:1,98:1,39:1,268:1,86:1,39:4,268:8,351:11,86:15,488:18,228:22,209:25,172:31,435:36,97:42,528:47,394:53,676:58,550:65	19	113,85,87,53,67,315,732,86,521,528,148,249,488,451,394,240,844,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
524	524	SPECIES_ROGGENROLA	Roggenrola	NONE	base	524	1	NONE	EVO_LEVEL:525:23	EVO_LEVEL	level=23	UNK	Rock		55	75	85	25	25	15	280	Sturdy	Weak Armor	Sand Force	Everstone	Hard Stone	33:1,106:4,29:10,350:14,222:16,334:20,479:23,157:27,446:30,201:33,444:36,153:40	12	89,317,153,444,414,157,430,523,704,70,249,334,397,446,350,201,728,479,484,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	35	222,174,475,317,199,484,36,356,469	9	UNK	UNK	MAP_ROUTE111:rock_smash:10-15:60:NONE	1	10	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
525	525	SPECIES_BOLDORE	Boldore	NONE	base	524	2	524	5:526:0;EVO_ITEM:526:938	5,EVO_ITEM	none=0,item=938	UNK	Rock		70	105	105	50	40	20	390	Sturdy	Weak Armor	Sand Force	Everstone	Hard Stone	661:0,661:1,33:1,106:1,29:1,106:4,29:10,350:14,189:17,334:20,479:23,157:30,446:36,201:42,444:48,153:55	16	89,317,153,661,444,414,157,430,523,704,70,249,334,397,446,350,201,408,728,479,484,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	NONE	0	UNK	UNK	MAP_SAFARI_ZONE_NORTHEAST:grass:40-45:5:NONE	1	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
526	526	SPECIES_GIGALITH	Gigalith	NONE	base	524	3	525,525	NONE	NONE	NONE	UNK	Rock		85	135	130	60	80	25	515	Sturdy	Sand Stream	Sand Force	Everstone	Hard Stone	408:1,33:1,106:1,29:1,106:4,29:10,350:14,189:17,334:20,479:23,157:30,446:36,201:42,444:48,153:55	15	311,442,89,317,153,661,444,414,157,430,523,276,704,70,249,334,397,446,350,76,201,408,728,479,484,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
527	527	SPECIES_WOOBAT	Woobat	NONE	base	527	1	NONE	EVO_FRIENDSHIP:528:0	EVO_FRIENDSHIP	none=0	UNK	Psychic	Flying	65	45	43	55	43	72	323	Unaware	NONE	Simple	NONE	NONE	93:1,768:1,316:4,16:8,372:12,531:15,286:19,314:21,213:25,133:29,403:32,248:36,94:41,347:45,283:47,257:55	16	257,428,269,113,202,94,247,115,100,432,168,211,355,412,725,403,86,360,282,248,332,365,369,742,473,512,433,19,148,451,366,347,417,500,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	50	204,282,313,48,485,500,355,260,270,445,599,375	12	UNK	UNK	MAP_GRANITE_CAVE_B1F:grass:12-17:10:NONE|MAP_ROCKY_SLAB:surf:36-40:60:NONE	2	12	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
528	528	SPECIES_SWOOBAT	Swoobat	NONE	base	527	2	527	NONE	NONE	NONE	UNK	Psychic	Flying	75	57	65	77	55	114	443	Unaware	NONE	Simple	NONE	NONE	93:1,768:1,316:1,16:1,372:1,316:4,16:8,372:12,531:15,286:19,314:21,213:25,133:29,403:32,248:36,94:41,347:45,283:47,257:55	19	257,428,269,113,202,94,247,115,100,432,168,211,542,355,412,725,403,86,360,282,248,332,365,369,742,473,512,433,19,148,451,366,347,417,500,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	52	NONE	0	UNK	UNK	MAP_MT_PYRE_5F:grass:35-40:20:NONE|MAP_MT_PYRE_5F:grass:35-40:20:NONE|MAP_ROCKY_SLAB:surf:36-40:1:NONE	3	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
529	529	SPECIES_DRILBUR	Drilbur	NONE	base	529	1	NONE	EVO_LEVEL:530:31	EVO_LEVEL	level=31	UNK	Ground		60	85	40	30	45	68	328	Sand Rush	Sand Force	Mold Breaker	NONE	NONE	10:1,300:1,229:5,189:8,154:12,232:15,91:19,468:22,163:26,157:29,89:33,201:36,529:40	13	89,91,280,188,630,317,421,414,157,404,398,332,523,743,15,70,249,334,529,446,14,201,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	334,229,414,306,319,66,130,431	8	UNK	UNK	MAP_GRANITE_CAVE_B2F:grass:12-17:5:NONE|MAP_MIRAGE_TOWER_1F:grass:30-35:20:NONE|MAP_DESERT_RUINS:grass:25-30:5:NONE|MAP_DESERT_RUINS:grass:25-30:5:NONE|MAP_DESERT_RUINS:grass:25-30:4:NONE|MAP_DESERT_RUINS:grass:25-30:4:NONE|MAP_DESERT_RUINS:grass:25-30:1:NONE|MAP_DESERT_RUINS:grass:25-30:1:NONE	8	12	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
530	530	SPECIES_EXCADRILL	Excadrill	NONE	base	529	2	529	NONE	NONE	NONE	UNK	Ground	Steel	110	135	60	50	65	88	508	Sand Rush	Sand Force	Mold Breaker	NONE	NONE	563:1,10:1,300:1,229:1,189:1,229:5,189:8,154:12,232:15,91:19,468:22,163:26,157:29,89:36,201:40,529:44	16	442,89,91,280,188,630,317,411,421,661,414,157,404,398,332,523,743,15,70,334,529,446,14,350,201,724,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	NONE	0	UNK	UNK	MAP_EVER_GRANDE_CITY:grass:60-65:5:NONE|MAP_MAGMA_HIDEOUT_3F_1R:grass:40-50:5:NONE|MAP_MAGMA_HIDEOUT_3F_1R:grass:40-50:5:NONE|MAP_MAGMA_HIDEOUT_3F_2R:grass:40-50:5:NONE|MAP_MAGMA_HIDEOUT_3F_2R:grass:40-50:5:NONE|MAP_MAGMA_HIDEOUT_3F_3R:grass:40-50:5:NONE|MAP_MAGMA_HIDEOUT_3F_3R:grass:40-50:5:NONE	7	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
531	531	SPECIES_AUDINO	Audino	NONE	base	531	1	NONE	NONE	NONE	NONE	UNK	Normal		103	60	86	60	86	50	445	Regenerator	NONE	NONE	Oran Berry	Sitrus Berry	387:1,304:1,581:1,589:1,1:1,45:1,270:1,608:5,287:9,574:13,3:17,213:21,494:29,36:33,505:37,495:41,493:45,38:49,273:53,387:57,585:65	21	428,58,59,113,304,196,85,87,91,94,247,115,100,53,126,67,577,409,231,661,86,282,9,447,7,528,8,605,473,433,57,148,526,612,451,220,347,34,241,76,264,240,585,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	59	273,215,381,227,516,186,281,214,361,133,577	11	UNK	UNK	MAP_JAGGED_PASS:grass:25-27:10:NONE	1	25	03_Pre-Brawly	False	True	False	False	951	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
531	951	SPECIES_AUDINO_MEGA	Audino	Mega	mega	951	1	NONE	NONE	NONE	NONE	UNK	Normal	Fairy	103	60	126	80	126	50	545	Regenerator	Regenerator	Regenerator	Oran Berry	Sitrus Berry	387:1,304:1,581:1,589:1,1:1,45:1,270:1,608:5,287:9,574:13,3:17,213:21,494:29,36:33,505:37,495:41,493:45,38:49,273:53,387:57,585:65	21	428,58,59,113,304,196,85,87,91,94,247,115,100,53,126,67,577,409,231,661,86,282,9,447,7,528,8,605,473,433,57,148,526,612,451,220,347,34,241,76,264,240,585,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	59	273,215,381,227,516,186,281,214,361,133,577	11	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	531	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by form change from an obtainable sibling	via_form_change
532	532	SPECIES_TIMBURR	Timburr	NONE	base	532	1	NONE	EVO_LEVEL:533:25	EVO_LEVEL	level=25	UNK	Fighting		75	80	55	25	35	35	305	Guts	Sheer Force	Iron Fist	NONE	NONE	1:1,43:1,116:4,117:8,67:12,88:16,358:20,498:24,339:28,157:31,223:34,184:37,359:40,444:43,264:46,276:49	16	269,91,280,317,67,411,409,444,282,9,490,157,398,447,7,8,276,70,249,526,612,339,241,264,240,432,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	409,203,68,4,193,265,197,469,395,179,183,612,432	13	UNK	UNK	MAP_ROUTE102:grass:3-5:10:NONE	1	3	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
533	533	SPECIES_GURDURR	Gurdurr	NONE	base	532	2	532	5:534:0;EVO_ITEM:534:938	5,EVO_ITEM	none=0,item=938	UNK	Fighting		85	105	85	40	50	40	405	Guts	Sheer Force	Iron Fist	NONE	NONE	183:0,1:1,43:1,183:1,117:1,116:4,117:8,67:12,88:16,358:20,498:24,339:29,157:33,223:37,184:41,359:45,444:49,264:53,276:57	19	370,269,91,280,630,317,67,411,409,444,282,9,490,157,398,447,7,8,276,70,249,526,612,339,241,264,240,432,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
534	534	SPECIES_CONKELDURR	Conkeldurr	NONE	base	532	3	533,533	NONE	NONE	NONE	UNK	Fighting		105	140	95	55	65	45	505	Guts	Sheer Force	Iron Fist	NONE	NONE	1:1,43:1,183:1,117:1,116:4,117:8,67:12,88:16,358:20,498:24,339:29,157:33,223:37,184:41,359:45,444:49,264:53,276:57	18	370,269,89,91,280,630,317,67,411,409,661,444,282,9,490,157,398,447,523,7,8,276,70,249,526,612,339,350,241,264,240,432,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	MAP_VICTORY_ROAD_B1F:grass:60-65:10:NONE|MAP_VICTORY_ROAD_B1F:grass:60-65:10:NONE	2	60	11_Pre-Route119-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
535	535	SPECIES_TYMPOLE	Tympole	NONE	base	535	1	NONE	EVO_LEVEL:536:25	EVO_LEVEL	level=25	UNK	Water		50	50	40	50	40	64	294	Swift Swim	Hydration	Water Absorb	NONE	NONE	145:1,45:1,48:5,496:9,61:12,341:16,392:20,253:23,330:27,240:31,175:34,497:38,56:42,304:45	14	56,304,196,311,188,414,503,482,57,809,240,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	27	352,287,300,426,214,173,54,414,495,599,189	11	UNK	UNK	MAP_ROUTE118:old_rod:5-10:33:NONE|MAP_ROUTE118:good_rod:10-20:33:NONE|MAP_VICTORY_ROAD_B2F:old_rod:5-10:34:NONE|MAP_VICTORY_ROAD_B2F:old_rod:10-30:33:NONE|MAP_LILYCOVE_CITY:old_rod:5-10:33:NONE|MAP_LILYCOVE_CITY:good_rod:10-20:33:NONE|MAP_SOOTOPOLIS_CITY:old_rod:5-10:33:NONE|MAP_SOOTOPOLIS_CITY:good_rod:10-30:33:NONE	8	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
536	536	SPECIES_PALPITOAD	Palpitoad	NONE	base	535	2	535	EVO_LEVEL:537:36	EVO_LEVEL	level=36	UNK	Water	Ground	75	65	55	65	55	69	384	Swift Swim	Hydration	Water Absorb	NONE	NONE	145:1,45:1,48:1,496:1,48:5,496:9,61:12,341:16,392:20,253:23,330:28,240:33,175:37,497:42,56:47,304:51	16	56,304,196,311,188,414,503,523,482,57,249,446,809,264,240,438,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_ROUTE118:super_rod:20-25:40:NONE|MAP_VICTORY_ROAD_B2F:good_rod:10-30:33:NONE|MAP_VICTORY_ROAD_B2F:good_rod:25-30:33:NONE|MAP_LILYCOVE_CITY:super_rod:30-35:40:NONE|MAP_SOOTOPOLIS_CITY:super_rod:35-40:40:NONE	5	10	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
537	537	SPECIES_SEISMITOAD	Seismitoad	NONE	base	535	3	536	NONE	NONE	NONE	UNK	Water	Ground	105	95	75	85	75	74	509	Swift Swim	Poison Touch	Water Absorb	NONE	NONE	409:0,409:1,145:1,51:1,45:1,48:1,496:1,48:5,496:9,61:12,341:16,392:20,253:23,330:28,240:33,175:39,409:44,497:49,56:53,762:56	20	56,304,196,311,89,91,280,396,188,317,67,664,411,409,474,661,282,414,157,503,398,447,523,8,482,57,70,249,612,446,809,264,240,438,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	50	NONE	0	UNK	UNK	MAP_VICTORY_ROAD_B2F:super_rod:35-40:15:NONE|MAP_VICTORY_ROAD_B2F:super_rod:40-45:4:NONE|MAP_VICTORY_ROAD_B2F:super_rod:40-45:1:NONE	3	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
538	538	SPECIES_THROH	Throh	NONE	base	538	1	NONE	NONE	NONE	NONE	UNK	Fighting		120	100	95	30	95	45	485	Guts	Technician	Mold Breaker	NONE	Black Belt	561:1,203:1,43:1,117:1,116:1,69:5,233:9,279:13,480:17,34:21,509:29,372:33,469:37,276:41,179:45,339:48	16	428,269,89,91,280,317,67,411,661,444,282,9,490,157,398,447,523,7,8,276,70,249,526,612,220,339,34,241,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	MAP_GRANITE_CAVE_STEVENS_ROOM:grass:12-17:10:NONE	1	12	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
539	539	SPECIES_SAWK	Sawk	NONE	base	539	1	NONE	NONE	NONE	NONE	UNK	Fighting		75	125	75	30	75	85	465	Sturdy	Inner Focus	Contrary	NONE	Black Belt	249:1,43:1,117:1,116:1,24:5,490:9,68:13,2:17,280:21,514:29,203:33,501:37,179:45,339:48,359:55,370:65	16	370,428,269,89,91,280,317,67,411,530,444,282,9,490,157,398,447,523,7,8,276,70,249,526,612,220,339,241,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	MAP_GRANITE_CAVE_STEVENS_ROOM:grass:12-17:20:NONE	1	12	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
540	540	SPECIES_SEWADDLE	Sewaddle	NONE	base	540	1	NONE	EVO_LEVEL:541:16	EVO_LEVEL	level=16	UNK	Bug	Grass	45	53	70	40	60	42	310	Swarm	Chlorophyll	Overcoat	NONE	Mental Herb	33:1,81:1,450:8,75:15,522:22,203:29,564:31,405:36,175:43	9	402,527,113,202,412,731,403,447,15,148,450,334,347,241,76,405,318,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	318,103,13,170,97,382,293,403,580	9	UNK	UNK	MAP_ROUTE101:grass:2-5:4:NONE	1	2	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
541	541	SPECIES_SWADLOON	Swadloon	NONE	base	540	2	540	EVO_FRIENDSHIP:542:0	EVO_FRIENDSHIP	none=0	UNK	Bug	Grass	55	63	90	50	80	42	380	Leaf Guard	Chlorophyll	Overcoat	NONE	Mental Herb	197:0,197:1,320:1,33:1,81:1,450:1,75:1	7	402,527,113,202,412,731,403,447,15,148,450,334,347,241,76,405,318,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
542	542	SPECIES_LEAVANNY	Leavanny	NONE	base	540	3	541	NONE	NONE	NONE	UNK	Bug	Grass	75	103	80	70	80	92	500	Swarm	Chlorophyll	Sharpness	NONE	Mental Herb	163:0,163:1,206:1,33:1,810:1,81:1,642:1,197:1,450:8,75:15,522:22,565:29,270:32,348:36,404:39,494:43,14:46,437:50,533:56,765:73	20	402,331,527,113,202,115,67,211,412,731,403,421,282,404,398,447,332,15,148,450,334,347,14,241,76,405,348,318,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
543	543	SPECIES_VENIPEDE	Venipede	NONE	base	543	1	NONE	EVO_LEVEL:544:22	EVO_LEVEL	level=22	UNK	Bug	Poison	30	45	59	30	39	57	260	Poison Touch	Swarm	Speed Boost	NONE	Poison Barb	111:1,205:1,810:1,40:5,103:8,228:12,197:15,342:19,450:22,474:26,97:29,537:33,92:36,599:38,431:40,38:43	16	188,474,360,398,249,450,334,42,241,506,76,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	27	41,42,390,191,36,431	6	UNK	UNK	MAP_ROUTE113:grass:24-28:5:NONE	1	24	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
544	544	SPECIES_WHIRLIPEDE	Whirlipede	NONE	base	543	2	543	EVO_LEVEL:545:30	EVO_LEVEL	level=30	UNK	Bug	Poison	40	55	99	40	79	47	360	Poison Touch	Swarm	Speed Boost	NONE	Poison Barb	794:0,794:1,334:1,111:1,205:1,810:1,103:1,40:5,103:8,228:12,197:15,342:19,450:23,474:28,97:32,537:37,92:41,599:43,431:46,38:50	20	188,474,360,398,249,450,334,42,241,506,76,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	27	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
545	545	SPECIES_SCOLIPEDE	Scolipede	NONE	base	543	3	544	NONE	NONE	NONE	UNK	Bug	Poison	60	100	89	55	69	112	485	Poison Touch	Swarm	Speed Boost	NONE	Poison Barb	334:1,794:1,224:1,111:1,205:1,810:1,103:1,40:5,103:8,228:12,197:15,342:19,450:23,474:28,97:33,537:39,92:44,599:47,431:50,38:55,224:65	21	89,91,188,317,231,474,661,360,157,404,398,441,523,276,15,70,249,450,334,14,42,241,506,76,224,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
546	546	SPECIES_COTTONEE	Cottonee	NONE	base	546	1	NONE	EVO_ITEM:547:216	EVO_ITEM	item=216	UNK	Grass	Fairy	40	27	60	37	50	66	280	Prankster	Infiltrator	Chlorophyll	NONE	Absorb Bulb	71:1,584:1,74:4,73:8,78:10,72:13,178:17,75:19,77:22,202:26,204:28,270:31,412:35,538:37,241:40,283:44,76:46	17	402,269,202,432,412,731,282,447,605,148,366,241,76,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	28	363,227,321,313,320,262,251,415,388,445,581,267	12	UNK	UNK	MAP_ROUTE113:grass:24-28:5:NONE|MAP_MIRAGE_TOWER_3F:grass:30-35:4:NONE	2	24	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
547	547	SPECIES_WHIMSICOTT	Whimsicott	NONE	base	546	2	546	NONE	NONE	NONE	UNK	Grass	Fairy	60	67	85	77	75	116	480	Prankster	Infiltrator	Chlorophyll	NONE	Absorb Bulb	74:1,73:1,72:1,178:1,16:10,366:28,542:46,585:50	8	402,269,113,202,311,94,247,432,168,542,412,731,282,447,369,605,583,433,148,366,241,76,585,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	38	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
548	548	SPECIES_PETILIL	Petilil	NONE	base	548	1	NONE	EVO_ITEM:549:216;EVO_ITEM:1001:214	EVO_ITEM,EVO_ITEM	item=216,item=214	UNK	Grass		45	35	50	70	50	30	280	Chlorophyll	Own Tempo	Leaf Guard	NONE	Absorb Bulb	71:1,608:1,74:4,73:8,79:10,72:13,235:17,345:19,78:22,202:26,312:28,270:31,105:33,412:35,494:37,241:40,495:44,437:46	18	402,202,412,731,447,15,148,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	25	363,204,203,275,388,320,230,117,361,227	10	UNK	UNK	MAP_ROUTE116:grass:6-8:20:NONE	1	6	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
549	549	SPECIES_LILLIGANT	Lilligant	NONE	base	548	2	548	NONE	NONE	NONE	UNK	Grass		70	60	75	110	75	90	480	Chlorophyll	Own Tempo	Leaf Guard	NONE	Absorb Bulb	74:1,608:1,73:1,72:1,235:1,298:10,79:18,483:28,105:33,80:46,572:50,763:54,715:65,465:70	14	402,113,202,311,412,731,447,15,148,14,842,241,76,348,811,408,632,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_SAFARI_ZONE_NORTH:grass:40-45:5:NONE	1	40	07_Pre-MtChimney-Magma	False	True	False	False	1001	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
549	1001	SPECIES_LILLIGANT_HISUI	Lilligant	Hisui	regional	548	2	548	NONE	NONE	NONE	UNK	Grass	Fighting	70	105	75	50	75	105	480	Chlorophyll	Hustle	Leaf Guard	NONE	Absorb Bulb	280:0,280:1,74:1,608:1,73:1,72:1,235:1,298:10,79:18,412:26,105:33,409:38,348:46,572:50,370:60,765:64	16	370,402,331,202,280,396,317,67,411,412,731,409,444,282,9,490,157,447,332,276,410,789,70,249,612,339,842,241,76,348,811,264,632,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	MAP_SAFARI_ZONE_SOUTHWEST:grass:40-45:4:NONE	1	40	07_Pre-MtChimney-Magma	False	True	False	False	549	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
550	550	SPECIES_BASCULIN	Basculin	Red-Striped	base	550	1	NONE	17:902:44;EVO_LEVEL_FEMALE:1234:44	17,EVO_LEVEL_FEMALE	UNK=44,level=44	UNK	Water		70	92	65	80	55	98	460	Reckless	Adaptability	Mold Breaker	NONE	DeepSeaTooth	39:1,33:1,55:1,253:3,29:5,44:7,453:9,498:11,36:14,242:17,401:20,38:26,184:30,175:34,515:38,848:42,457:46,127:49,762:55	19	740,428,269,58,56,196,664,503,727,276,15,57,127,809,423,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	129,61,341,330,97,250,99,362,279,457,283	11	UNK	UNK	MAP_ROUTE104:surf:10-30:60:NONE|MAP_ROUTE104:surf:15-25:5:NONE|MAP_ROUTE104:surf:25-30:1:NONE|MAP_ROUTE120:super_rod:40-45:1:NONE|MAP_ROUTE128:old_rod:5-10:33:NONE|MAP_ROUTE128:good_rod:10-30:33:NONE	6	5	01_Pre-Roxanne	False	True	False	False	1090,1091	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
