trainer_id	trainer_name	trainer_class	team_variant	role	location	battle_order_index	difficulty_mode	battle_format	field_effect	roster_size	level_mode	level_min	level_max	roster	roster_species	n_unresolved_species	uses_held_items	n_mega	offensive_types	cannot_hit_neutral	type_resists_whole_team	shared_weaknesses	speed_fastest	speed_slowest	speed_median	source_file	confidence	notes
Mini bosses:PARASOL MADELINE:97	PARASOL MADELINE	Mini bosses	NONE	Mini bosses	Route 113	97	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Sneasler:Player's Highest Lv -3:Jolly:Poison Touch:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Dire Claw;Brick Break;Rock Slide|Honchkrow:Player's Highest Lv -3:Adamant:Super Luck:Scope Lens:6 HP / 252 Atk / 252 Spe:NONE:Drill Peck;Sucker Punch;Night Slash;Roost|Palossand:Player's Highest Lv -2:Bold:Water Compaction:Yache Berry:252 HP / 252 Def / 6 SpA:NONE:Earth Power;Shadow Ball;Shore Up;Psychic|Heracross-Mega:Player's Highest Lv -2:Adamant:Skill Link:Heracronite:6 HP / 252 Atk / 252 Spe:NONE:Rock Blast;Arm Thrust;Bullet Seed;Pin Missile	903,430,770,924	0	True	0	Bug,Dark,Fighting,Flying,Ghost,Grass,Ground,Normal,Poison,Psychic,Rock	NONE	NONE	Flying:2,Psychic:2,Ice:2,Fairy:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:TORI AND TIA:109	TORI AND TIA	Mini bosses	NONE	Mini bosses	Route 113	109	NORMAL (MGM off)	double	NONE	4	scales_to_player	UNK	UNK	Floatzel:Player's Highest Lv -2:Hasty:Technician:Mystic Water:6 Atk / 252 SpA / 252 Spe:NONE:Water Pulse;Ice Beam;Fake Out;Aqua Jet|Raichu:Player's Highest Lv -2:Jolly:Lightning Rod:Magnet:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Zippy Zap;Brick Break;Facade|Ribombee:Player's Highest Lv -3:Timid:Shield Dust:Pixie Plate:6 HP / 252 SpA / 252 Spe:NONE:Moonblast;Dazzling Gleam;Bug Buzz;Giga Drain|Gumshoos:Player's Highest Lv -3:Adamant:Adaptability:Silk Scarf:6 HP / 252 Atk / 252 Spe:NONE:Return;Crunch;Fire Fang;Ice Fang	419,26,743,735	0	True	0	Bug,Dark,Electric,Fairy,Fighting,Fire,Grass,Ice,Normal,Water	NONE	NONE	Fighting:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:FISHERMAN KAI:121	FISHERMAN KAI	Mini bosses	NONE	Mini bosses	Route 114	121	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Slowking:Player's Highest Lv -2:Modest:Regenerator:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Blizzard;Scald;Yawn;Psychic	199	0	True	0	Ice,Psychic,Water	NONE	NONE	Bug:1,Ghost:1,Grass:1,Electric:1,Dark:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SNOW BATTLE:121	SNOW BATTLE	Mini bosses	NONE	Mini bosses	UNK	121	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Dewgong:Player's Highest Lv -2:Modest:Ice Body:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Surf;Ice Beam;Rest;Sleep Talk|Weavile:Player's Highest Lv -2:Jolly:Infiltrator:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Icicle Crash;Knock Off;Ice Shard|Aurorus:Player's Highest Lv -2:Modest:Refrigerate:Never-Melt Ice:6 HP / 252 SpA / 252 Spe:NONE:Hyper Voice;Power Gem;Earth Power;Psychic	87,461,699	0	True	0	Dark,Ground,Ice,Normal,Psychic,Rock,Water	NONE	NONE	Fighting:3,Rock:3,Steel:2,Grass:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:FISHERMAN CLAUDE:133	FISHERMAN CLAUDE	Mini bosses	NONE	Mini bosses	Route 114	133	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Beartic:Player's Highest Lv -2:Jolly:Slush Rush:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Icicle Crash;Brick Break;Night Slash;Earthquake	614	0	True	0	Dark,Fighting,Ground,Ice	NONE	NONE	Fighting:1,Flying:1,Steel:1,Fire:1,Psychic:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SNOW BATTLE:133	SNOW BATTLE	Mini bosses	NONE	Mini bosses	UNK	133	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Arctovish:Player's Highest Lv -2:Adamant:Slush Rush:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Fishious Rend;Icicle Crash;Crunch;Facade|Cloyster:Player's Highest Lv -2:Naive:Skill Link:White Herb:252 Atk / 6 SpA / 252 Spe:NONE:Shell Smash;Icicle Spear;Rock Blast;Hydro Pump|Araquanid:Player's Highest Lv -2:Adamant:Water Bubble:Mystic Water:6 HP / 252 Atk / 252 Spe:NONE:Liquidation;Leech Life;Mirror Coat;Crunch	883,91,752	0	True	0	Bug,Dark,Ice,Normal,Psychic,Rock,Water	NONE	NONE	Rock:3,Electric:3,Fighting:2,Grass:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:HIKER LUCAS:145	HIKER LUCAS	Mini bosses	NONE	Mini bosses	Route 114	145	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Lunatone:Player's Highest Lv -2:Timid:Levitate:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Psychic;Power Gem;Hypnosis;Blizzard	337	0	True	0	Ice,Psychic,Rock	Steel	Steel	Ground:1,Bug:1,Ghost:1,Steel:1,Water:1,Grass:1,Dark:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SNOW BATTLE:145	SNOW BATTLE	Mini bosses	NONE	Mini bosses	UNK	145	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Eiscue:Player's Highest Lv -2:Jolly:Ice Face:Salac Berry:6 HP / 252 Atk / 252 Spe:NONE:Belly Drum;Icicle Crash;Liquidation;Zen Headbutt|Ninetales-Alola:Player's Highest Lv -2:Timid:Snow Warning:Light Clay:6 HP / 252 SpA / 252 Spe:NONE:Blizzard;Moonblast;Energy Ball;Aurora Veil|Toxicroak:Player's Highest Lv -2:Jolly:Dry Skin:Muscle Band:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Poison Jab;Drain Punch;Sucker Punch|Arctozolt:Player's Highest Lv -2:Jolly:Slush Rush:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Bolt Beak;Icicle Crash;Pluck;Rock Slide	875,962,454,881	0	True	0	Dark,Electric,Fairy,Fighting,Flying,Grass,Ice,Normal,Poison,Psychic,Rock,Water	NONE	NONE	Rock:3,Fire:3,Fighting:2,Ground:2,Steel:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:CAMPER CHARLOTTE:157	CAMPER CHARLOTTE	Mini bosses	NONE	Mini bosses	Route 114	157	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Darmanitan-Galar:Player's Highest Lv -1:Jolly:Gorilla Tactics:Choice Scarf:6 HP / 252 Atk / 252 Spe:NONE:Icicle Crash;Earthquake;Fire Punch;U-turn		1	True	0	Bug,Fire,Ground,Ice	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Unresolved	NONE
Mini bosses:SNOW BATTLE:157	SNOW BATTLE	Mini bosses	NONE	Mini bosses	UNK	157	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Golem:Player's Highest Lv -1:Impish:Sturdy:Rindo Berry:252 HP / 6 Atk / 252 Def:NONE:Rock Polish;Earthquake;Rock Slide;Explosion|Tatsugiri:Player's Highest Lv -1:Timid:Storm Drain:Wise Glasses:6 HP / 252 SpA / 252 Spe:NONE:Dragon Pulse;Surf;Icy Wind;Nasty Plot|Froslass:Player's Highest Lv -1:Timid:Ice Body:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Blizzard;Bitter Malice;Thunderbolt;Destiny Bond|Glalie-Mega:Player's Highest Lv -1:Jolly:Refrigerate:Glalitite:6 HP / 252 Atk / 252 Spe:NONE:Return;Earthquake;Explosion;Crunch	76,1367,478,941	0	True	0	Dark,Dragon,Electric,Ghost,Ground,Ice,Normal,Rock,Water	NONE	NONE	Steel:3,Fighting:2,Rock:2,Fire:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:CAMPER CELIA:169	CAMPER CELIA	Mini bosses	NONE	Mini bosses	Route 111	169	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Gastrodon:Player's Highest Lv -2:Modest:Sand Force:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Scald;Earth Power;Clear Smog;Recover	423	0	True	0	Ground,Poison,Water	NONE	NONE	Grass:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SAND BATTLE:169	SAND BATTLE	Mini bosses	NONE	Mini bosses	UNK	169	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Wyrdeer:Player's Highest Lv -2:Hasty:Sap Sipper:Safety Goggles:6 Atk / 252 SpA / 252 Spe:NONE:Psychic;Lunge;Earthquake;Hyper Voice|Dracozolt:Player's Highest Lv -2:Jolly:Sand Rush:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Bolt Beak;Dragon Claw;Earthquake;Body Slam|Mawile-Mega:Player's Highest Lv -1:Adamant:Huge Power:Mawilite:6 HP / 252 Atk / 252 Spe:NONE:Sucker Punch;Iron Head;Play Rough;Swords Dance	899,880,932	0	True	0	Bug,Dark,Dragon,Electric,Fairy,Ground,Normal,Psychic,Steel	NONE	NONE	Ground:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:HIKER DUSTY:181	HIKER DUSTY	Mini bosses	NONE	Mini bosses	Route 111	181	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Dugtrio-Alola:Player's Highest Lv -2:Jolly:Sand Force:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Iron Head;Sucker Punch;Stone Edge	964	0	True	0	Dark,Ground,Rock,Steel	NONE	NONE	Fighting:1,Ground:1,Fire:1,Water:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SAND BATTLE:181	SAND BATTLE	Mini bosses	NONE	Mini bosses	UNK	181	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Minior:Player's Highest Lv -2:Naive:Shields Down:White Herb:252 Atk / 6 SpA / 252 Spe:NONE:Shell Smash;Power Gem;Earthquake;Acrobatics|Dracovish:Player's Highest Lv -2:Jolly:Sand Rush:Mystic Water:6 HP / 252 Atk / 252 Spe:NONE:Fishious Rend;Dragon Claw;Psychic Fangs;Ice Fang|Aerodactyl-Mega:Player's Highest Lv -1:Jolly:Tough Claws:Aerodactylite:6 HP / 252 Atk / 252 Spe:NONE:Hone Claws;Stone Edge;Earthquake;Dual Wingbeat	774,882,918	0	True	0	Dragon,Flying,Ground,Ice,Psychic,Rock,Water	NONE	NONE	Rock:2,Steel:2,Water:2,Electric:2,Ice:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:CAMPER DREW:193	CAMPER DREW	Mini bosses	NONE	Mini bosses	Route 111	193	NORMAL (MGM off)	double	NONE	1	scales_to_player	UNK	UNK	Excadrill:Player's Highest Lv -1:Jolly:Sand Rush:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Iron Head;Rock Slide;Brick Break	530	0	True	0	Fighting,Ground,Rock,Steel	NONE	NONE	Fighting:1,Ground:1,Fire:1,Water:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SAND BATTLE:193	SAND BATTLE	Mini bosses	NONE	Mini bosses	UNK	193	NORMAL (MGM off)	double	NONE	2	scales_to_player	UNK	UNK	Sandy Shocks:Player's Highest Lv -1:Timid:Water Compaction:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Discharge;Earth Power;Flash Cannon;Thunderbolt|Sandaconda-Mega:Player's Highest Lv -1:Jolly:Aerilate:Sandacondite:6 HP / 252 Atk / 252 Spe:NONE:Double-Edge;Quick Attack;High Horsepower;Scale Shot	1381,1517	0	True	0	Dragon,Electric,Ground,Normal,Steel	NONE	NONE	Water:2,Ice:2,Ground:1,Grass:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:CAMPER BRANDEN:193	CAMPER BRANDEN	Mini bosses	NONE	Mini bosses	UNK	193	NORMAL (MGM off)	double	NONE	3	scales_to_player	UNK	UNK	Rotom-Mow:Player's Highest Lv -1:Timid:Levitate:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Discharge;Giga Drain;Hex;Confuse Ray|Arcanine-Hisui:Player's Highest Lv -1:Jolly:Intimidate:Air Balloon:6 HP / 252 Atk / 252 Spe:NONE:Head Smash;Headlong Rush;Flare Blitz;Extreme Speed|Mr. Rime:Player's Highest Lv -1:Timid:Screen Cleaner:Safety Goggles:6 HP / 252 SpA / 252 Spe:NONE:Freeze Dry;Psychic;Focus Blast;Teeter Dance	1068,994,866	0	True	0	Electric,Fighting,Fire,Ghost,Grass,Ground,Ice,Normal,Psychic,Rock	NONE	NONE	Rock:2,Bug:2,Fire:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:MANIAC CALE:205	MANIAC CALE	Mini bosses	NONE	Mini bosses	Route 121	205	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Golduck:Player's Highest Lv -2:Timid:Swift Swim:Mystic Water:6 HP / 252 SpA / 252 Spe:NONE:Scald;Psychic;Ice Beam;Aqua Jet	55	0	True	0	Ice,Psychic,Water	NONE	NONE	Bug:1,Ghost:1,Grass:1,Electric:1,Dark:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:RAIN BATTLE:205	RAIN BATTLE	Mini bosses	NONE	Mini bosses	UNK	205	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Clawitzer:Player's Highest Lv -2:Modest:Mega Launcher:Choice Specs:6 HP / 252 SpA / 252 Spe:NONE:Water Pulse;Dark Pulse;Ice Beam;Aura Sphere|Shiinotic:Player's Highest Lv -2:Calm:Rain Dish:Leftovers:252 HP / 6 SpA / 252 SpD:NONE:Giga Drain;Spore;Moonblast;Flash|Zebstrika:Player's Highest Lv -1:Jolly:Sap Sipper:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Wild Charge;Facade;Zippy Zap	693,756,523	0	True	0	Dark,Electric,Fairy,Fighting,Fire,Grass,Ice,Normal,Water	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:MANIAC TAMMY:217	MANIAC TAMMY	Mini bosses	NONE	Mini bosses	Route 121	217	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Jynx:Player's Highest Lv -2:Timid:Dry Skin:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Freeze-Dry;Psystrike;Fake Out;Lovely Kiss	124	0	True	0	Ice,Normal,Psychic	Steel	Steel	Rock:1,Bug:1,Ghost:1,Steel:1,Fire:1,Dark:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:RAIN BATTLE:217	RAIN BATTLE	Mini bosses	NONE	Mini bosses	UNK	217	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Toxicroak:Player's Highest Lv -2:Jolly:Dry Skin:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Gunk Shot;Close Combat;Sucker Punch|Heliolisk:Player's Highest Lv -2:Timid:Dry Skin:Wise Glasses:6 HP / 252 SpA / 252 Spe:NONE:Thunder;Boomburst;Dragon Pulse;Surf|Vivillon:Player's Highest Lv -1:Timid:Shield Dust:Sharp Beak:6 HP / 252 SpA / 252 Spe:NONE:Quiver Dance;Hurricane;Giga Drain;Sleep Powder	454,695,666	0	True	0	Dark,Dragon,Electric,Fighting,Flying,Grass,Normal,Poison,Water	NONE	NONE	Flying:2,Ground:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:BEAUTY JESSICA:229	BEAUTY JESSICA	Mini bosses	NONE	Mini bosses	Route 121	229	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Magnezone:Player's Highest Lv -2:Naive:Sturdy:Custap Berry:6 Atk / 252 SpA / 252 Spe:NONE:Thunder;Body Press;Explosion;Flash Cannon	462	0	True	0	Electric,Fighting,Normal,Steel	NONE	NONE	Fighting:1,Ground:1,Fire:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:RAIN BATTLE:229	RAIN BATTLE	Mini bosses	NONE	Mini bosses	UNK	229	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Crawdaunt:Player's Highest Lv -2:Adamant:Adaptability:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Aqua Jet;Liquidation;Knock Off;X-Scissor|Gliscor:Player's Highest Lv -2:Jolly:Poison Heal:Toxic Orb:6 HP / 252 Atk / 252 Spe:NONE:Roost;Earthquake;Dual Wingbeat;Knock Off|Blastoise-Mega:Player's Highest Lv -1:Modest:Mega Launcher:Blastoisinite:6 HP / 252 SpA / 252 Spe:NONE:Aura Sphere;Ice Beam;Water Pulse;Shell Smash	342,472,909	0	True	0	Bug,Dark,Fighting,Flying,Ground,Ice,Water	NONE	NONE	Grass:2,Electric:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:GENTLEMAN WALTER:241	GENTLEMAN WALTER	Mini bosses	NONE	Mini bosses	Route 121	241	NORMAL (MGM off)	double	NONE	1	scales_to_player	UNK	UNK	Seaking:Player's Highest Lv -1:Jolly:Lightning Rod:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Fishious Rend;Aqua Jet;Megahorn;Scale Shot	119	0	True	0	Bug,Dragon,Water	NONE	NONE	Grass:1,Electric:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:RAIN BATTLE:241	RAIN BATTLE	Mini bosses	NONE	Mini bosses	UNK	241	NORMAL (MGM off)	double	NONE	2	scales_to_player	UNK	UNK	Corviknight:Player's Highest Lv -1:Adamant:Unnerve:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Body Press;Brave Bird;Iron Head;Tailwind|Omastar:Player's Highest Lv -1:Timid:Swift Swim:White Herb:6 HP / 252 SpA / 252 Spe:NONE:Hydro Pump;Ice Beam;Earth Power;Shell Smash	823,139	0	True	0	Fighting,Flying,Ground,Ice,Steel,Water	NONE	NONE	Electric:2,Fighting:1,Ground:1,Fire:1,Grass:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:POKEFAN VANESSA:241	POKEFAN VANESSA	Mini bosses	NONE	Mini bosses	UNK	241	NORMAL (MGM off)	double	NONE	3	scales_to_player	UNK	UNK	Kilowattrel:Player's Highest Lv -1:Timid:Static:Yache Berry:6 HP / 252 SpA / 252 Spe:NONE:Hurricaine;Thunder;Discharge;Weather Ball|Kabutops:Player's Highest Lv -1:Jolly:Swift Swim:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Liquidation;Stone Edge;X-Scissor;Swords Dance|Drednaw-Mega:Player's Highest Lv -1:Jolly:Strong Jaw:Drednawite:6 HP / 252 Atk / 252 Spe:NONE:Jaw Lock;Ice Fang;Crunch;Aqua Fang	1329,141,1513	0	True	0	Bug,Dark,Electric,Fighting,Flying,Ice,Normal,Rock,Water	NONE	NONE	Grass:2,Electric:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:BATTLE GIRL JENNY:253	BATTLE GIRL JENNY	Mini bosses	NONE	Mini bosses	Route 124	253	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Heliolisk:Player's Highest Lv -2:Timid:Solar Power:Air Balloon:NONE:30 Spe:Thunderbolt;Boomburst;Weather Ball;Hidden Power Ice	695	0	True	0	Electric,Normal	NONE	NONE	Fighting:1,Ground:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SUN BATTLE:253	SUN BATTLE	Mini bosses	NONE	Mini bosses	UNK	253	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Torkoal:Player's Highest Lv -2:Quiet:White Smoke:Custap Berry:252 HP / 6 Atk / 252 SpA:NONE:Overheat;Earth Power;Solar Beam;Explosion|Victreebel:Player's Highest Lv -2:Hasty:Chlorophyll:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Leaf Storm;Solar Blade;Gunk Shot;Leech Life|Archeops:Player's Highest Lv -1:Jolly:Defeatist:Sitrus Berry:6 HP / 252 Atk / 252 Spe:NONE:Brave Bird;Head Smash;Earthquake;Roost|Flapple-Mega:Player's Highest Lv -1:Jolly:Dragon's Maw:Flapplite:6 HP / 252 Atk / 252 Spe:NONE:Grav Apple;Scale Shot;Sucker Punch;Dragon Dance	324,71,567,1515	0	True	0	Bug,Dark,Dragon,Fire,Flying,Grass,Ground,Normal,Poison,Rock	NONE	NONE	Ice:3,Flying:2,Rock:2,Water:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:KINDLER SPENCER:265	KINDLER SPENCER	Mini bosses	NONE	Mini bosses	Route 124	265	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Swampert:Player's Highest Lv -2:Careful:Torrent:Rindo Berry:252 HP / 6 Atk / 252 SpD:NONE:Knock Off;Earthquake;Flip Turn;Stealth Rock	260	0	True	0	Dark,Ground,Water	NONE	NONE	Grass:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SUN BATTLE:265	SUN BATTLE	Mini bosses	NONE	Mini bosses	UNK	265	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Sunflora:Player's Highest Lv -2:Timid:Chlorophyll:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Seed Flare;Weather Ball;Earth Power;Sludge Bomb|Chandelure:Player's Highest Lv -2:Timid:Shadow Tag:Choice Specs:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Flamethrower;Energy Ball;Scorching Sands|Baxcalibur:Player's Highest Lv -1:Jolly:Thermal Exchange:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Glaive Rush;Iron Head;Icicle Crash;Dragon Dance|Medicham-Mega:Player's Highest Lv -1:Jolly:Huge Power:Medichamite:6 HP / 252 Atk / 252 Spe:NONE:Zen Headbutt;Close Combat;Bullet Punch;Rock Slide	192,609,1390,934	0	True	0	Dragon,Fighting,Fire,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel	NONE	NONE	Flying:2,Rock:2,Ghost:2,Fairy:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:TRIATHLETE GRACE:277	TRIATHLETE GRACE	Mini bosses	NONE	Mini bosses	Route 124	277	NORMAL (MGM off)	double	NONE	1	scales_to_player	UNK	UNK	Typhlosion:Player's Highest Lv -1:Quiet:Blazing Soul:Wise Glasses:252 HP / 6 Def / 252 SpA:0 Spe:Eruption;Heat Wave;Solar Beam;Focus Blast	157	0	True	0	Fighting,Fire,Grass	NONE	NONE	Ground:1,Rock:1,Water:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:SUN BATTLE:277	SUN BATTLE	Mini bosses	NONE	Mini bosses	UNK	277	NORMAL (MGM off)	double	NONE	2	scales_to_player	UNK	UNK	Shiftry:Player's Highest Lv -1:Naughty:Chlorophyll:Expert Belt:6 HP / 252 Atk / 252 Spe:30 Def / 30 SpD / 30 Spe:Solar Blade;Ceaseless Edge;Heat Wave;Hidden Power Rock|Coalossal-Mega:Player's Highest Lv -1:Quiet:Mountaineer:Coalossite:6 HP / 252 Def / 252 SpA:0 Spe:Burn Up;Flash Cannon;Hydro Steam;Power Gem	275,1514	0	True	0	Dark,Fire,Grass,Normal,Rock,Steel,Water	NONE	NONE	Fighting:2,Flying:1,Poison:1,Ground:1,Bug:1,Fire:1,Water:1,Ice:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:TRIATHLETE DECLAN:277	TRIATHLETE DECLAN	Mini bosses	NONE	Mini bosses	UNK	277	NORMAL (MGM off)	double	NONE	3	scales_to_player	UNK	UNK	Farigiraf:Player's Highest Lv -1:Quiet:Armor Tail:Focus Sash:252 HP / 252 SpA / 6 SpD:0 Spe:Psyshock;Thunderbolt;Hyper Voice;Trick Room|Slither Wing:Player's Highest Lv -1:Brave:Protosynthesis:Life Orb:6 HP / 252 Atk / 252 SpD:0 Spe:First Impression;Close Combat;Leech Life;Stomping Tantrum|Cinderace:Player's Highest Lv -1:Jolly:Libero:Wide Lens:6 HP / 252 Atk / 252 Spe:NONE:Pyro Ball;Sucker Punch;High Jump Kick;Gunk Shot	1372,1380,815	0	True	0	Bug,Dark,Electric,Fighting,Fire,Ground,Normal,Poison,Psychic	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Trick House:LASS SALLY:1	LASS SALLY	Trick House	NONE	Trick House	UNK	1	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Arbok:Player's Highest Lv -2:Adamant:Intimidate:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Poison Jab;Crunch;Sucker Punch;Earthquake|Grafaiai:Player's Highest Lv -2:Jolly:Poison Touch:Normal Gem:6 HP / 252 Atk / 252 Spe:NONE:Fury Swipes;Poison Jab;Knock Off;Parting Shot|Toxicroak:Player's Highest Lv -2:Jolly:Poison Touch:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Poison Jab;Drain Punch;Sucker Punch|Gengar:Player's Highest Lv -2:Timid:Levitate:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Sludge Bomb;Psychic;Focus Blast|Iron Moth:Player's Highest Lv -1:Timid:Quark Drive:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Sludge Wave;Fiery Dance;Dazzling Gleam;Energy Ball	24,1333,454,94,1386	0	True	0	Dark,Fairy,Fighting,Fire,Ghost,Grass,Ground,Normal,Poison,Psychic	NONE	NONE	Ground:5,Psychic:4	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
