lineage	checkpoint	form_used	form_stage	raw	floor	vorp	lin_median	dead_weight_penalty	adjusted
307	13	Medicham	2	0.6144	0.467	0.0527	0.5932	0	0.6144
307	14	Medicham	2	0.6362	0.4244	0.0907	0.5932	0	0.6362
307	15	Medicham	2	0.6079	0.3566	0.0698	0.5932	0	0.6079
307	16	Medicham	2	0.5728	0.4131	0.0348	0.5932	0.0204	0.5524
307	17	Medicham	2	0.5154	0.3205	0.0161	0.5932	0.0778	0.4376
307	18	Medicham	2	0.555	0.3796	0.0506	0.5932	0.0382	0.5168
307	19	Medicham	2	0.5932	0.384	0.0842	0.5932	0	0.5932
309	2	Electrike	1	0.4947	0.3778	-0.0301	0.582	0.0873	0.4074
309	3	Electrike	1	0.4909	0.3471	-0.0421	0.582	0.0911	0.3998
309	4	Manectric	2	0.5924	0.5546	-0.0267	0.582	0	0.5924
309	5	Manectric	2	0.6196	0.5433	0.0598	0.582	0	0.6196
309	6	Manectric	2	0.6479	0.4172	0.2211	0.582	0	0.6479
309	7	Manectric	2	0.5279	0.3838	0.0723	0.582	0.0541	0.4738
309	8	Manectric	2	0.5706	0.3519	0.0373	0.582	0.0114	0.5592
309	9	Manectric	2	0.6629	0.4121	0.1413	0.582	0	0.6629
309	10	Manectric	2	0.5888	0.3543	0.0726	0.582	0	0.5888
309	11	Manectric	2	0.6294	0.4223	0.0467	0.582	0	0.6294
309	12	Manectric	2	0.5739	0.3498	0.063	0.582	0.0081	0.5658
309	13	Manectric	2	0.656	0.3896	0.0943	0.582	0	0.656
309	14	Manectric	2	0.6867	0.4266	0.1412	0.582	0	0.6867
309	15	Manectric	2	0.6441	0.3814	0.106	0.582	0	0.6441
309	16	Manectric	2	0.5636	0.3782	0.0256	0.582	0.0184	0.5452
309	17	Manectric	2	0.5752	0.3429	0.0759	0.582	0.0068	0.5684
309	18	Manectric	2	0.5273	0.3415	0.0229	0.582	0.0547	0.4726
309	19	Manectric	2	0.5645	0.3629	0.0555	0.582	0.0175	0.547
311	2	Plusle	1	0.5803	0.4756	0.0555	0.5706	0	0.5803
311	3	Plusle	1	0.5784	0.4253	0.0454	0.5706	0	0.5784
311	4	Plusle	1	0.6153	0.4558	-0.0038	0.5706	0	0.6153
311	5	Plusle	1	0.6509	0.5038	0.0911	0.5706	0	0.6509
311	6	Plusle	1	0.661	0.3968	0.2342	0.5706	0	0.661
311	7	Plusle	1	0.5876	0.3781	0.0976	0.5706	0	0.5876
311	8	Plusle	1	0.6071	0.3737	0.1189	0.5706	0	0.6071
311	9	Plusle	1	0.5301	0.3673	0.032	0.5706	0.0405	0.4896
311	10	Plusle	1	0.4666	0.33	0.0048	0.5706	0.104	0.3626
311	11	Plusle	1	0.5455	0.3912	-0.0038	0.5706	0.0251	0.5204
311	12	Plusle	1	0.5601	0.3613	0.1084	0.5706	0.0105	0.5496
311	13	Plusle	1	0.5014	0.338	0.0184	0.5706	0.0692	0.4322
311	14	Plusle	1	0.5733	0.3941	0.0742	0.5706	0	0.5733
311	15	Plusle	1	0.6457	0.3605	0.1242	0.5706	0	0.6457
311	16	Plusle	1	0.5553	0.3551	0.0774	0.5706	0.0153	0.54
311	17	Plusle	1	0.5296	0.3311	0.0871	0.5706	0.041	0.4886
311	18	Plusle	1	0.5679	0.33	0.0903	0.5706	0.0027	0.5652
311	19	Plusle	1	0.5397	0.3449	0.0553	0.5706	0.0309	0.5088
312	2	Minun	1	0.619	0.4947	0.0942	0.5794	0	0.619
312	3	Minun	1	0.6719	0.4656	0.1389	0.5794	0	0.6719
312	4	Minun	1	0.6891	0.4871	0.07	0.5794	0	0.6891
312	5	Minun	1	0.634	0.5056	0.0742	0.5794	0	0.634
312	6	Minun	1	0.5828	0.3349	0.156	0.5794	0	0.5828
312	7	Minun	1	0.4954	0.3647	0.0398	0.5794	0.084	0.4114
312	8	Minun	1	0.5147	0.3598	0.085	0.5794	0.0647	0.45
312	9	Minun	1	0.576	0.3476	0.0962	0.5794	0.0034	0.5726
312	10	Minun	1	0.5489	0.3066	0.0634	0.5794	0.0305	0.5184
312	11	Minun	1	0.6294	0.3752	0.1125	0.5794	0	0.6294
312	12	Minun	1	0.532	0.3325	0.0659	0.5794	0.0474	0.4846
312	13	Minun	1	0.6147	0.3357	0.1436	0.5794	0	0.6147
312	14	Minun	1	0.6312	0.3707	0.1262	0.5794	0	0.6312
312	15	Minun	1	0.6091	0.3321	0.1065	0.5794	0	0.6091
312	16	Minun	1	0.5536	0.3444	0.0854	0.5794	0.0258	0.5278
312	17	Minun	1	0.5392	0.2961	0.0966	0.5794	0.0402	0.499
312	18	Minun	1	0.5234	0.3007	0.0862	0.5794	0.056	0.4674
312	19	Minun	1	0.5697	0.3151	0.1207	0.5794	0.0097	0.56
313	2	Volbeat	1	0.6671	0.5734	0.2016	0.6643	0	0.6671
313	3	Volbeat	1	0.6142	0.5311	0.1583	0.6643	0.0502	0.564
313	4	Volbeat	1	0.7378	0.6681	0.2772	0.6643	0	0.7378
313	5	Volbeat	1	0.7762	0.5749	0.2292	0.6643	0	0.7762
313	6	Volbeat	1	0.7314	0.514	0.2777	0.6643	0	0.7314
313	7	Volbeat	1	0.5883	0.4399	0.192	0.6643	0.076	0.5123
313	8	Volbeat	1	0.576	0.359	0.217	0.6643	0.0884	0.4876
313	9	Volbeat	1	0.6823	0.5004	0.2997	0.6643	0	0.6823
313	10	Volbeat	1	0.6773	0.4205	0.3429	0.6643	0	0.6773
313	11	Volbeat	1	0.7277	0.4592	0.3676	0.6643	0	0.7277
313	12	Volbeat	1	0.6132	0.3731	0.278	0.6643	0.0512	0.562
313	13	Volbeat	1	0.6616	0.4581	0.2711	0.6643	0.0028	0.6588
313	14	Volbeat	1	0.749	0.4946	0.3282	0.6643	0	0.749
313	15	Volbeat	1	0.7127	0.5026	0.3312	0.6643	0	0.7127
313	16	Volbeat	1	0.5532	0.4185	0.1499	0.6643	0.1111	0.4421
313	17	Volbeat	1	0.553	0.3888	0.2197	0.6643	0.1113	0.4417
313	18	Volbeat	1	0.6287	0.38	0.2842	0.6643	0.0356	0.5931
313	19	Volbeat	1	0.6149	0.3911	0.2604	0.6643	0.0494	0.5655
314	2	Illumise	1	0.6128	0.5243	0.088	0.6097	0	0.6128
314	3	Illumise	1	0.6077	0.521	0.0747	0.6097	0.002	0.6057
314	4	Illumise	1	0.6041	0.5426	-0.015	0.6097	0.0056	0.5985
314	5	Illumise	1	0.6102	0.5348	0.0504	0.6097	0	0.6102
314	6	Illumise	1	0.6987	0.4582	0.245	0.6097	0	0.6987
314	7	Illumise	1	0.6536	0.4518	0.13	0.6097	0	0.6536
314	8	Illumise	1	0.5497	0.3464	0.0507	0.6097	0.06	0.4897
314	9	Illumise	1	0.5868	0.3873	0.063	0.6097	0.0229	0.5639
314	10	Illumise	1	0.6839	0.4586	0.1688	0.6097	0	0.6839
314	11	Illumise	1	0.7246	0.4442	0.1972	0.6097	0	0.7246
314	12	Illumise	1	0.589	0.3889	0.1024	0.6097	0.0207	0.5683
314	13	Illumise	1	0.6318	0.424	0.1191	0.6097	0	0.6318
314	14	Illumise	1	0.6448	0.3904	0.1206	0.6097	0	0.6448
314	15	Illumise	1	0.7171	0.4341	0.1821	0.6097	0	0.7171
314	16	Illumise	1	0.585	0.3925	0.0848	0.6097	0.0247	0.5603
314	17	Illumise	1	0.6091	0.3241	0.095	0.6097	0.0006	0.6085
314	18	Illumise	1	0.6004	0.3758	0.1201	0.6097	0.0092	0.5912
314	19	Illumise	1	0.5908	0.3484	0.0941	0.6097	0.0189	0.5719
316	2	Gulpin	1	0.4148	0.3072	-0.0507	0.6282	0.2134	0.2014
316	3	Gulpin	1	0.3825	0.3679	-0.0734	0.6282	0.2457	0.1368
316	4	Swalot	2	0.6639	0.6344	0.0541	0.6282	0	0.6639
316	5	Swalot	2	0.7088	0.6032	0.1532	0.6282	0	0.7088
316	6	Swalot	2	0.6998	0.5619	0.1715	0.6282	0	0.6998
316	7	Swalot	2	0.5774	0.4972	0.0105	0.6282	0.0508	0.5266
316	8	Swalot	2	0.6549	0.4646	0.1556	0.6282	0	0.6549
316	9	Swalot	2	0.6834	0.4696	0.1721	0.6282	0	0.6834
316	10	Swalot	2	0.7188	0.4665	0.1817	0.6282	0	0.7188
316	11	Swalot	2	0.6869	0.473	0.1711	0.6282	0	0.6869
316	12	Swalot	2	0.6138	0.4183	0.1864	0.6282	0.0144	0.5994
316	13	Swalot	2	0.6419	0.4439	0.1763	0.6282	0	0.6419
316	14	Swalot	2	0.6961	0.3915	0.2455	0.6282	0	0.6961
316	15	Swalot	2	0.5728	0.408	0.0471	0.6282	0.0554	0.5174
316	16	Swalot	2	0.5974	0.38	0.1601	0.6282	0.0308	0.5666
316	17	Swalot	2	0.5753	0.4222	0.1127	0.6282	0.0529	0.5224
316	18	Swalot	2	0.5691	0.4175	0.1398	0.6282	0.0591	0.51
316	19	Swalot	2	0.6146	0.4137	0.1432	0.6282	0.0136	0.601
318	1	Carvanha	1	0.5589	0.4279	0.0728	0.5063	0	0.5589
318	2	Carvanha	1	0.4211	0.3257	-0.0655	0.5063	0.0852	0.3359
318	3	Sharpedo	2	0.491	0.4207	-0.042	0.5063	0.0153	0.4757
318	4	Sharpedo	2	0.494	0.4388	-0.1251	0.5063	0.0123	0.4817
318	5	Sharpedo	2	0.4874	0.429	-0.0724	0.5063	0.0189	0.4685
318	6	Sharpedo	2	0.4312	0.2764	0.0044	0.5063	0.0751	0.3561
318	7	Sharpedo	2	0.5404	0.4235	0.0724	0.5063	0	0.5404
318	8	Sharpedo	2	0.5001	0.3789	0.0216	0.5063	0.0062	0.4939
318	9	Sharpedo	2	0.5144	0.3574	0.0346	0.5063	0	0.5144
318	10	Sharpedo	2	0.4946	0.3355	0.0091	0.5063	0.0117	0.4829
318	11	Sharpedo	2	0.5063	0.3298	-0.0106	0.5063	0	0.5063
318	12	Sharpedo	2	0.5109	0.3036	0.0448	0.5063	0	0.5109
318	13	Sharpedo	2	0.5192	0.367	0.0481	0.5063	0	0.5192
318	14	Sharpedo	2	0.5758	0.3578	0.0708	0.5063	0	0.5758
318	15	Sharpedo	2	0.5818	0.3832	0.0792	0.5063	0	0.5818
318	16	Sharpedo	2	0.5408	0.3772	0.0726	0.5063	0	0.5408
318	17	Sharpedo	2	0.4379	0.3362	-0.0047	0.5063	0.0684	0.3695
318	18	Sharpedo	2	0.4667	0.3348	0.0295	0.5063	0.0396	0.4271
318	19	Sharpedo	2	0.5267	0.3496	0.0777	0.5063	0	0.5267
32	1	Nidoran♂-Nidoran-M	1	0.3541	0.1912	-0.132	0.6067	0.2526	0.1015
32	2	Nidorino	2	0.3635	0.3054	-0.1401	0.6067	0.2432	0.1203
32	3	Nidorino	2	0.3579	0.2842	-0.2229	0.6067	0.2488	0.1091
32	4	Nidorino	2	0.3234	0.2632	-0.3588	0.6067	0.2833	0.0401
32	5	Nidorino	2	0.3337	0.2337	-0.2899	0.6067	0.273	0.0607
32	6	Nidoking	3	0.7346	0.381	0.2441	0.6067	0	0.7346
32	7	Nidoking	3	0.5857	0.3859	0.0621	0.6067	0.021	0.5647
32	8	Nidoking	3	0.6112	0.3686	0.1122	0.6067	0	0.6112
32	9	Nidoking	3	0.6628	0.3804	0.139	0.6067	0	0.6628
32	10	Nidoking	3	0.6207	0.3652	0.1056	0.6067	0	0.6207
32	11	Nidoking	3	0.6074	0.3407	0.08	0.6067	0	0.6074
32	12	Nidoking	3	0.6266	0.352	0.14	0.6067	0	0.6266
32	13	Nidoking	3	0.6493	0.3684	0.1366	0.6067	0	0.6493
32	14	Nidoking	3	0.6027	0.2958	0.0785	0.6067	0.004	0.5987
32	15	Nidoking	3	0.6118	0.318	0.0768	0.6067	0	0.6118
32	16	Nidoking	3	0.5578	0.3208	0.0576	0.6067	0.0489	0.5089
32	17	Nidoking	3	0.5739	0.3062	0.0598	0.6067	0.0328	0.5411
32	18	Nidoking	3	0.647	0.3188	0.1667	0.6067	0	0.647
32	19	Nidoking	3	0.6067	0.3168	0.11	0.6067	0	0.6067
320	1	Wailmer	1	0.5349	0.4348	0.0488	0.6723	0.1374	0.3975
320	2	Wailmer	1	0.4867	0.3376	0.0001	0.6723	0.1856	0.3011
320	3	Wailord	2	0.4537	0.3954	-0.0406	0.6723	0.2186	0.2351
320	4	Wailord	2	0.5366	0.5613	-0.0533	0.6723	0.1357	0.4009
320	5	Wailord	2	0.5614	0.6384	0.0108	0.6723	0.1109	0.4505
320	6	Wailord	2	0.6723	0.462	0.144	0.6723	0	0.6723
320	7	Wailord	2	0.7394	0.5669	0.1725	0.6723	0	0.7394
320	8	Wailord	2	0.7284	0.4993	0.2291	0.6723	0	0.7284
320	9	Wailord	2	0.6828	0.5247	0.1715	0.6723	0	0.6828
320	10	Wailord	2	0.6315	0.582	0.0944	0.6723	0.0408	0.5907
320	11	Wailord	2	0.6407	0.5084	0.1249	0.6723	0.0316	0.6091
320	12	Wailord	2	0.7036	0.388	0.2762	0.6723	0	0.7036
320	13	Wailord	2	0.6525	0.6172	0.1869	0.6723	0.0198	0.6327
320	14	Wailord	2	0.7789	0.4455	0.3283	0.6723	0	0.7789
320	15	Wailord	2	0.6038	0.5341	0.0781	0.6723	0.0685	0.5353
320	16	Wailord	2	0.7175	0.4373	0.2802	0.6723	0	0.7175
320	17	Wailord	2	0.7585	0.5105	0.2959	0.6723	0	0.7585
320	18	Wailord	2	0.7228	0.4282	0.2935	0.6723	0	0.7228
320	19	Wailord	2	0.6912	0.4714	0.2198	0.6723	0	0.6912
322	3	Numel	1	0.4701	0.2828	-0.014	0.5309	0.0608	0.4093
322	4	Numel	1	0.3534	0.1777	-0.2149	0.5309	0.1775	0.1759
322	5	Numel	1	0.3846	0.269	-0.1619	0.5309	0.1463	0.2383
322	6	Camerupt	2	0.6671	0.4928	0.1637	0.5309	0	0.6671
322	7	Camerupt	2	0.5594	0.3866	0.0751	0.5309	0	0.5594
322	8	Camerupt	2	0.5547	0.3851	0.0555	0.5309	0	0.5547
322	9	Camerupt	2	0.5986	0.4347	0.1425	0.5309	0	0.5986
322	10	Camerupt	2	0.4888	0.3613	0.0876	0.5309	0.0421	0.4467
322	11	Camerupt	2	0.4957	0.4202	0.046	0.5309	0.0352	0.4605
322	12	Camerupt	2	0.5309	0.441	0.0899	0.5309	0	0.5309
322	13	Camerupt	2	0.6067	0.4046	0.1278	0.5309	0	0.6067
322	14	Camerupt	2	0.4195	0.354	-0.0205	0.5309	0.1114	0.3081
322	15	Camerupt	2	0.5961	0.4456	0.1381	0.5309	0	0.5961
322	16	Camerupt	2	0.4884	0.3827	0.0829	0.5309	0.0425	0.4459
322	17	Camerupt	2	0.5226	0.3755	0.0975	0.5309	0.0083	0.5143
322	18	Camerupt	2	0.6291	0.4204	0.1575	0.5309	0	0.6291
322	19	Camerupt	2	0.5355	0.4023	0.1076	0.5309	0	0.5355
324	3	Torkoal	1	0.5071	0.3833	0.0128	0.5314	0.0243	0.4828
324	4	Torkoal	1	0.4615	0.3643	-0.0566	0.5314	0.0699	0.3916
324	5	Torkoal	1	0.4935	0.359	-0.053	0.5314	0.0379	0.4556
324	6	Torkoal	1	0.7413	0.3899	0.2005	0.5314	0	0.7413
324	7	Torkoal	1	0.5312	0.247	0.0087	0.5314	0.0002	0.531
324	8	Torkoal	1	0.5624	0.2865	0.1497	0.5314	0	0.5624
324	9	Torkoal	1	0.6382	0.3837	0.2255	0.5314	0	0.6382
324	10	Torkoal	1	0.6774	0.3375	0.2466	0.5314	0	0.6774
324	11	Torkoal	1	0.4698	0.2987	-0.0038	0.5314	0.0616	0.4082
324	12	Torkoal	1	0.5314	0.3355	0.1213	0.5314	0	0.5314
324	13	Torkoal	1	0.5384	0.3069	0.1379	0.5314	0	0.5384
324	14	Torkoal	1	0.6092	0.2897	0.0637	0.5314	0	0.6092
324	15	Torkoal	1	0.7131	0.3631	0.2862	0.5314	0	0.7131
324	16	Torkoal	1	0.523	0.2683	-0.015	0.5314	0.0084	0.5146
324	17	Torkoal	1	0.4798	0.2736	0.0781	0.5314	0.0516	0.4282
324	18	Torkoal	1	0.5186	0.304	0.0142	0.5314	0.0128	0.5058
324	19	Torkoal	1	0.5966	0.3034	0.2324	0.5314	0	0.5966
325	1	Spoink	1	0.4979	0.4318	0.0591	0.631	0.1331	0.3648
325	2	Spoink	1	0.4501	0.3571	-0.0154	0.631	0.1809	0.2692
325	3	Spoink	1	0.4447	0.3558	-0.0172	0.631	0.1863	0.2584
325	4	Spoink	1	0.3959	0.413	-0.2139	0.631	0.2351	0.1608
325	5	Grumpig	2	0.4685	0.3895	-0.078	0.631	0.1625	0.306
325	6	Grumpig	2	0.6644	0.3547	0.1361	0.631	0	0.6644
325	7	Grumpig	2	0.6348	0.4414	0.0679	0.631	0	0.6348
325	8	Grumpig	2	0.7392	0.4718	0.2399	0.631	0	0.7392
325	9	Grumpig	2	0.6388	0.4365	0.1275	0.631	0	0.6388
325	10	Grumpig	2	0.6903	0.3617	0.1532	0.631	0	0.6903
325	11	Grumpig	2	0.7158	0.5106	0.2	0.631	0	0.7158
325	12	Grumpig	2	0.6115	0.4052	0.1841	0.631	0.0195	0.592
325	13	Grumpig	2	0.6271	0.4243	0.1615	0.631	0.0039	0.6232
325	14	Grumpig	2	0.6085	0.3452	0.1579	0.631	0.0225	0.586
325	15	Grumpig	2	0.6817	0.5257	0.156	0.631	0	0.6817
325	16	Grumpig	2	0.5816	0.3473	0.1443	0.631	0.0494	0.5322
325	17	Grumpig	2	0.631	0.3361	0.1684	0.631	0	0.631
325	18	Grumpig	2	0.7072	0.3939	0.2779	0.631	0	0.7072
325	19	Grumpig	2	0.674	0.412	0.2026	0.631	0	0.674
327	3	Spinda	1	0.6345	0.4233	0.1015	0.5458	0	0.6345
327	4	Spinda	1	0.7183	0.4013	0.0992	0.5458	0	0.7183
327	5	Spinda	1	0.6405	0.4132	0.0807	0.5458	0	0.6405
327	6	Spinda	1	0.6285	0.4051	0.2017	0.5458	0	0.6285
327	7	Spinda	1	0.5543	0.3809	0.0643	0.5458	0	0.5543
327	8	Spinda	1	0.5237	0.3373	0.0355	0.5458	0.0221	0.5016
327	9	Spinda	1	0.5723	0.3652	0.0742	0.5458	0	0.5723
327	10	Spinda	1	0.4967	0.3283	0.0349	0.5458	0.0491	0.4476
327	11	Spinda	1	0.5649	0.3593	0.0156	0.5458	0	0.5649
327	12	Spinda	1	0.5455	0.3446	0.0938	0.5458	0.0003	0.5452
327	13	Spinda	1	0.5119	0.3674	0.0289	0.5458	0.0339	0.478
327	14	Spinda	1	0.5458	0.339	0.0467	0.5458	0	0.5458
327	15	Spinda	1	0.5781	0.3158	0.0566	0.5458	0	0.5781
327	16	Spinda	1	0.5362	0.3241	0.0583	0.5458	0.0096	0.5266
327	17	Spinda	1	0.4945	0.3207	0.052	0.5458	0.0513	0.4432
327	18	Spinda	1	0.4688	0.2993	-0.0088	0.5458	0.077	0.3918
327	19	Spinda	1	0.5185	0.3304	0.0341	0.5458	0.0273	0.4912
328	2	Trapinch	1	0.4228	0.3765	-0.0455	0.6089	0.1861	0.2367
328	3	Trapinch	1	0.4724	0.3973	0.0115	0.6089	0.1365	0.3359
328	4	Trapinch	1	0.3791	0.299	-0.1346	0.6089	0.2298	0.1493
328	5	Trapinch	1	0.3826	0.3148	-0.1292	0.6089	0.2263	0.1563
328	6	Vibrava	2	0.4615	0.337	-0.029	0.6089	0.1474	0.3141
328	7	Flygon	3	0.6858	0.4919	0.2178	0.6089	0	0.6858
328	8	Flygon	3	0.6611	0.445	0.2339	0.6089	0	0.6611
328	9	Flygon	3	0.676	0.4378	0.1927	0.6089	0	0.676
328	10	Flygon	3	0.6347	0.3743	0.1734	0.6089	0	0.6347
328	11	Flygon	3	0.5946	0.3626	0.0959	0.6089	0.0143	0.5803
328	12	Flygon	3	0.6569	0.4081	0.1981	0.6089	0	0.6569
328	13	Flygon	3	0.7152	0.4291	0.2519	0.6089	0	0.7152
328	14	Flygon	3	0.6281	0.3856	0.1477	0.6089	0	0.6281
328	15	Flygon	3	0.6964	0.404	0.1894	0.6089	0	0.6964
328	16	Flygon	3	0.6097	0.4339	0.1429	0.6089	0	0.6097
328	17	Flygon	3	0.5462	0.3538	0.1146	0.6089	0.0627	0.4835
328	18	Flygon	3	0.5632	0.4073	0.1126	0.6089	0.0457	0.5175
328	19	Flygon	3	0.6081	0.3853	0.1713	0.6089	0.0008	0.6073
331	2	Cacnea	1	0.4229	0.2399	-0.0762	0.4707	0.0478	0.3751
331	3	Cacnea	1	0.4594	0.2801	-0.0843	0.4707	0.0113	0.4481
331	4	Cacturne	2	0.324	0.2921	-0.1854	0.4707	0.1467	0.1773
331	5	Cacturne	2	0.4911	0.317	-0.0759	0.4707	0	0.4911
331	6	Cacturne	2	0.5207	0.3188	0.0869	0.4707	0	0.5207
331	7	Cacturne	2	0.5061	0.3653	0.0381	0.4707	0	0.5061
331	8	Cacturne	2	0.4129	0.2889	-0.0143	0.4707	0.0578	0.3551
331	9	Cacturne	2	0.4797	0.3365	-0.0036	0.4707	0	0.4797
331	10	Cacturne	2	0.5652	0.3536	0.1039	0.4707	0	0.5652
331	11	Cacturne	2	0.5176	0.392	0.0189	0.4707	0	0.5176
331	12	Cacturne	2	0.4029	0.2801	-0.0559	0.4707	0.0678	0.3351
331	13	Cacturne	2	0.4414	0.3397	-0.0219	0.4707	0.0293	0.4121
331	14	Cacturne	2	0.4926	0.3715	0.0122	0.4707	0	0.4926
331	15	Cacturne	2	0.5495	0.3792	0.0425	0.4707	0	0.5495
331	16	Cacturne	2	0.4617	0.3573	-0.0051	0.4707	0.009	0.4527
331	17	Cacturne	2	0.4816	0.3197	0.05	0.4707	0	0.4816
331	18	Cacturne	2	0.457	0.3039	0.0064	0.4707	0.0137	0.4433
331	19	Cacturne	2	0.4559	0.3233	0.0191	0.4707	0.0148	0.4411
333	3	Swablu	1	0.3632	0.2847	-0.0351	0.5408	0.1776	0.1856
333	4	Swablu	1	0.481	0.3375	-0.1288	0.5408	0.0598	0.4212
333	5	Swablu	1	0.5091	0.2919	-0.0465	0.5408	0.0317	0.4774
333	6	Swablu	1	0.2869	0.1957	-0.2414	0.5408	0.2539	0.033
333	7	Altaria	2	0.6034	0.4062	0.1154	0.5408	0	0.6034
333	8	Altaria	2	0.5968	0.4307	0.1661	0.5408	0	0.5968
333	9	Altaria	2	0.6478	0.3772	0.1881	0.5408	0	0.6478
333	10	Altaria	2	0.516	0.3534	0.0503	0.5408	0.0248	0.4912
333	11	Altaria	2	0.5826	0.3864	0.0955	0.5408	0	0.5826
333	12	Altaria	2	0.4605	0.3012	0.019	0.5408	0.0803	0.3802
333	13	Altaria	2	0.6411	0.3593	0.1979	0.5408	0	0.6411
333	14	Altaria	2	0.5772	0.3603	0.1781	0.5408	0	0.5772
333	15	Altaria	2	0.697	0.3856	0.2485	0.5408	0	0.697
333	16	Altaria	2	0.5408	0.3552	0.1247	0.5408	0	0.5408
333	17	Altaria	2	0.4412	0.2872	0.0435	0.5408	0.0996	0.3416
333	18	Altaria	2	0.5806	0.365	0.1379	0.5408	0	0.5806
333	19	Altaria	2	0.5165	0.3342	0.0724	0.5408	0.0243	0.4922
335	3	Zangoose	1	0.5971	0.4793	0.0534	0.5971	0	0.5971
335	4	Zangoose	1	0.6697	0.5469	0.0331	0.5971	0	0.6697
335	5	Zangoose	1	0.6542	0.5012	0.1186	0.5971	0	0.6542
335	6	Zangoose	1	0.7363	0.4234	0.2529	0.5971	0	0.7363
335	7	Zangoose	1	0.5588	0.407	0.0619	0.5971	0.0383	0.5205
335	8	Zangoose	1	0.5515	0.3829	0.073	0.5971	0.0456	0.5059
335	9	Zangoose	1	0.601	0.3927	0.1212	0.5971	0	0.601
335	10	Zangoose	1	0.56	0.384	0.0745	0.5971	0.0371	0.5229
335	11	Zangoose	1	0.6149	0.3902	0.098	0.5971	0	0.6149
335	12	Zangoose	1	0.58	0.3706	0.1139	0.5971	0.0171	0.5629
335	13	Zangoose	1	0.5983	0.3717	0.1272	0.5971	0	0.5983
335	14	Zangoose	1	0.6231	0.3756	0.1181	0.5971	0	0.6231
335	15	Zangoose	1	0.6085	0.3818	0.1059	0.5971	0	0.6085
335	16	Zangoose	1	0.5395	0.3732	0.0713	0.5971	0.0576	0.4819
335	17	Zangoose	1	0.5244	0.3298	0.0818	0.5971	0.0727	0.4517
335	18	Zangoose	1	0.4704	0.328	0.0332	0.5971	0.1267	0.3437
335	19	Zangoose	1	0.53	0.347	0.081	0.5971	0.0671	0.4629
336	1	Seviper	1	0.7196	0.3841	0.1471	0.646	0	0.7196
336	2	Seviper	1	0.768	0.4674	0.2644	0.646	0	0.768
336	3	Seviper	1	0.6959	0.4533	0.2016	0.646	0	0.6959
336	4	Seviper	1	0.7557	0.4432	0.2463	0.646	0	0.7557
336	5	Seviper	1	0.7519	0.4568	0.2605	0.646	0	0.7519
336	6	Seviper	1	0.6874	0.3991	0.1466	0.646	0	0.6874
336	7	Seviper	1	0.6253	0.4	0.1573	0.646	0.0207	0.6046
336	8	Seviper	1	0.6657	0.4005	0.2385	0.646	0	0.6657
336	9	Seviper	1	0.655	0.4083	0.1717	0.646	0	0.655
336	10	Seviper	1	0.6444	0.3994	0.1831	0.646	0.0016	0.6428
336	11	Seviper	1	0.646	0.3893	0.1473	0.646	0	0.646
336	12	Seviper	1	0.6421	0.3722	0.1833	0.646	0.0039	0.6382
336	13	Seviper	1	0.6647	0.4057	0.2014	0.646	0	0.6647
336	14	Seviper	1	0.602	0.3726	0.1216	0.646	0.044	0.558
336	15	Seviper	1	0.5376	0.3452	0.0306	0.646	0.1084	0.4292
336	16	Seviper	1	0.589	0.3639	0.1222	0.646	0.057	0.532
336	17	Seviper	1	0.5895	0.3565	0.1579	0.646	0.0565	0.533
336	18	Seviper	1	0.5099	0.3555	0.0593	0.646	0.1361	0.3738
336	19	Seviper	1	0.6384	0.3614	0.2016	0.646	0.0076	0.6308
337	3	Lunatone	1	0.5702	0.4992	0.0861	0.6121	0.0419	0.5283
337	4	Lunatone	1	0.5092	0.4691	0.012	0.6121	0.1029	0.4063
337	5	Lunatone	1	0.5308	0.4212	-0.0362	0.6121	0.0813	0.4495
337	6	Lunatone	1	0.6344	0.4207	0.1138	0.6121	0	0.6344
337	7	Lunatone	1	0.6447	0.4523	0.1547	0.6121	0	0.6447
337	8	Lunatone	1	0.6358	0.3996	0.1476	0.6121	0	0.6358
337	9	Lunatone	1	0.5733	0.3915	0.0752	0.6121	0.0388	0.5345
337	10	Lunatone	1	0.6721	0.4305	0.2103	0.6121	0	0.6721
337	11	Lunatone	1	0.5736	0.3917	0.0243	0.6121	0.0385	0.5351
337	12	Lunatone	1	0.6728	0.408	0.2211	0.6121	0	0.6728
337	13	Lunatone	1	0.6025	0.399	0.3487	0.6121	0.0096	0.5929
337	14	Lunatone	1	0.6274	0.3388	0.3313	0.6121	0	0.6274
337	15	Lunatone	1	0.597	0.3915	0.3422	0.6121	0.0151	0.5819
337	16	Lunatone	1	0.6121	0.3869	0.3503	0.6121	0	0.6121
337	17	Lunatone	1	0.6158	0.375	0.3686	0.6121	0	0.6158
337	18	Lunatone	1	0.6667	0.4077	0.4317	0.6121	0	0.6667
337	19	Lunatone	1	0.5561	0.3639	0.3086	0.6121	0.056	0.5001
338	3	Solrock	1	0.5451	0.4674	0.0014	0.6006	0.0555	0.4896
338	4	Solrock	1	0.4806	0.3993	-0.156	0.6006	0.12	0.3606
338	5	Solrock	1	0.5393	0.4129	0.0037	0.6006	0.0613	0.478
338	6	Solrock	1	0.6374	0.3551	0.154	0.6006	0	0.6374
338	7	Solrock	1	0.6317	0.4289	0.1348	0.6006	0	0.6317
