entity_type	entity_name	internal_id	location	sub_area	region	acquisition_method	cost	currency	quantity	repeatable	prerequisites	earliest_gate	gate_basis	trade_given	trade_received	vendor_stock	missable	missable_reason	source_file	confidence	notes	reward_trainer
vendor_stock	TM063 - Venoshock	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM064 - Explosion	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM065 - Shadow Claw	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM066 - Dazzling Gleam	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM072 - Psyshock	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM074 - Gyro Ball	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM080 - Rock Slide	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM082 - Sleep Talk	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM084 - Poison Jab	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM093 - Dragon Tail	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM102 - Scorching Sands	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM108 - Ice Spinner	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM169 - Spikes	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM173 - Gravity	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM013 - Ice Beam	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM020 - Hyper Voice	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM024 - Thunderbolt	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM035 - Flamethrower	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM036 - Sludge Bomb	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM053 - Energy Ball	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM079 - Dark Pulse	UNK	Lavaridge Town Outdoor Clerk	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	08_Pre-Flannery	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Heal Ball	6	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Net Ball	7	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Nest Ball	8	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dive Ball	9	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dusk Ball	10	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Timer Ball	11	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Quick Ball	12	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Repeat Ball	13	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Luxury Ball	14	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Level Ball	15	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Lure Ball	16	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Moon Ball	17	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Friend Ball	18	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Love Ball	19	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Fast Ball	20	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Heavy Ball	21	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dream Ball	22	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Cherish Ball	27	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Beast Ball	26	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	0	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Fire Stone	211	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Thunderstone	213	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Leaf Stone	214	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Water Stone	212	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Sun Stone	216	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Moon Stone	217	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Prism Scale	234	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Ice Stone	215	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Link Cable	UNK	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dusk Stone	219	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dawn Stone	220	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Shiny Stone	218	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	King’s Rock	465	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Metal Coat	441	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Upgrade	228	Lilycove Department Store 4th Floor	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	13_Pre-Dawn-Lilycove	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Venusaurite	292	Fortree City, from creator Xavier after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Charizardite	UNK	X Fortree City, from creator Justin after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Blastoisinite	295	Fortree City, from creator Isaac after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Sceptilite	313	Fortree City, from creator Xavier after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Blazikenite	314	Fortree City, from creator Justin after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Swampertite	315	Fortree City, from creator Isaac after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Lucarionite	334	Jagged Pass, from Maylene after defeating her		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Alakazite	298	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Sablenite	317	Route 117, from Fantina after defeating her		Hoenn	reward			1	one_time	Story	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Kangaskhanite	301	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Audinite	337	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Garbodorite	986	Trick House, reward for completing first puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Gardevoirite	316	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Absolite	326	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Kinglerite	981	Trick House, reward for completing third puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Altarianite	324	Fortree City, from Winona after defeating her		Hoenn	reward			1	one_time	Story	13_Pre-Dawn-Lilycove	after winona				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Drednawite	988	Route 118, from Wake after defeating him		Hoenn	reward			1	one_time	Story	11_Pre-Route119-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Sharpedonite	322	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Toxtricitite	992	Trick House, reward for completing first puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Heracronite	310	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Lopunnite	332	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Pidgeotite	297	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Beedrilite	UNK	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Glalitite	327	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Abomasite	335	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Laprasite	984	Route 118, from Wake after defeating him		Hoenn	reward			1	one_time	Story	11_Pre-Route119-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Medichamite	320	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Sandacondite	991	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Applite	990	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Aggronite	319	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Steelixite	308	Trick House, reward for completing third puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Cameruptite	323	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Charizardite	UNK	Y Fortree City, from creator Justin after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Tyranitarite	312	Victory Road, from Wally after defeating him		Hoenn	reward			1	one_time	Story	18_Pre-Wally-VictoryRoad	after victory road				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Mawilite	318	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Houndoominite	311	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Banettite	325	Route 117, from Fantina after defeating her		Hoenn	reward			1	one_time	Story	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Pinsirite	302	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Ampharosite	307	Mauville City, from Wattson after defeating him		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	after wattson				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Machampite	983	Jagged Pass, from Maylene after defeating her		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Coalossite	989	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Slowbronite	299	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Salamencite	328	Victory Road, from Wally after defeating him		Hoenn	reward			1	one_time	Story	18_Pre-Wally-VictoryRoad	after victory road				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Slakite	996	Victory Road, from Wally after defeating him		Hoenn	reward			1	one_time	Story	18_Pre-Wally-VictoryRoad	after victory road				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Butterfrite	982	Trick House, reward for completing second puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Orbeetlite	987	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Scizorite	309	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Snorlaxite	985	Trick House, reward for completing second puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Garchompite	333	Victory Road, from Wally after defeating him		Hoenn	reward			1	one_time	Story	18_Pre-Wally-VictoryRoad	after victory road				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Metagrossite	329	Victory Road, from Wally after defeating him		Hoenn	reward			1	one_time	Story	18_Pre-Wally-VictoryRoad	after victory road				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Aerodactylite	304	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Gyaradosite	303	Route 118, from Wake after defeating him		Hoenn	reward			1	one_time	Story	11_Pre-Route119-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Manectite	321	Mauville City, from Wattson after defeating him		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	after wattson				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Galladite	336	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Gengarite	300	Route 117, from Fantina after defeating her		Hoenn	reward			1	one_time	Story	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Copperajite	995	Route 120, from Byron after defeating him		Hoenn	reward			1	one_time	Story	13_Pre-Dawn-Lilycove	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Centiskite	993	Route 111, after defeating the Winstrate family		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Grimmite	994	Sootopolis City, from Juan after defeating him		Hoenn	reward			1	one_time	Story	18_Pre-Wally-VictoryRoad	after juan				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Latiasite	330	SouthernIsland, post game		Hoenn	reward			1	one_time	Postgame	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Latiosite	331	Southern Island, post game		Hoenn	reward			1	one_time	Postgame	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Diancite	338	Navel Rock, post game		Hoenn	reward			1	one_time	Postgame	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Mewtwonite	UNK	X Meteor Falls Steven’s Cave, post game		Hoenn	reward			1	one_time	Postgame	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Mewtwonite	UNK	Y Meteor Falls Steven’s Cave, post game		Hoenn	reward			1	one_time	Postgame	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Torterrite	976	Fortree City, from creator Xavier after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	EmpoleoniteO	977	Fortree City, from creator Isaac after defeating him		Hoenn	reward			1	one_time	Story	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	EmpoleoniteD	978	Route 111, from Dawn after defeating her		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Infernapite	979	Lavaridge Town, from Flannery after defeating her		Hoenn	reward			1	one_time	Story	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Luxite	UNK	Mauville City, from Wattson after defeating him		Hoenn	reward			1	one_time	Story	07_Pre-MtChimney-Magma	after wattson				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Roseradite	997	Trick House, reward for completing second puzzle		Hoenn	reward			1	one_time	Story	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
mega_stone	Dusknoirite	999	Route 117, from Fantina after defeating her		Hoenn	reward			1	one_time	Story	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
