sheet	trainer	header_row	location	variant	battle_format	col	species	held_item	field_effect	mega_ability	is_mega	level	level_mode	nature	ability	moves	n_moves	evs	ivs	species_id	item_id	illegal_moves	speed_stat	moves_source_typo
Team Aqua	ADMIN MATT	37	Weather Institute	NONE	double	2	Ogerpon-Wellspring	Wellspring Mask	NONE	NONE	False	64	fixed	Jolly	Water Absorb	Ivy Cudgel;Horn Leech;Throat Chop;Play Rough	4	6 HP / 252 Atk / 252 Spe	NONE	1417.0		0	225	NONE
Team Aqua	ADMIN MATT	37	Weather Institute	NONE	double	4	Greninja-Bond	Expert Belt	NONE	NONE	False	64	fixed	Timid	Battle Bond	Dark Pulse;Surf;Ice Beam;Grass Knot	4	6 HP / 252 SpA / 252 Spe	NONE	1112.0	477	0	243	NONE
Team Aqua	GRUNT 2	37		NONE	double	6	Armaldo	Passho Berry	NONE	NONE	False	63	fixed	Adamant	Skill Link	Rock Blast;Pin Missile;Swords Dance;Stomping Tantrum	4	6 HP / 252 Atk / 252 Spe	NONE	348.0	551	0	120	NONE
Team Aqua	GRUNT 2	37		NONE	double	8	Starmie	Focus Sash	NONE	NONE	False	63	fixed	Timid	Illuminate	Hydro Pump;Psychic;Ice Beam;Thunder	4	6 HP / 252 SpA / 252 Spe	NONE	121.0	481	0	229	NONE
Team Aqua	GRUNT 2	37		NONE	double	10	Iron Jugulis	Life Orb	NONE	NONE	False	63	fixed	Timid	Quark Drive	Air Slash;Dark Pulse;Dragon Pulse;Earth Power	4	6 HP / 252 SpA / 252 Spe	NONE	1385.0	479	0	220	NONE
Team Aqua	ADMIN SHELLY	49	Weather Institute	NONE	single	0	Huntail	White Herb	NONE	NONE	False	64	fixed	Jolly	Defiant	Wave Crash;Crunch;Ice Fang;Shell Smash	4	6 HP / 252 Atk / 252 Spe	NONE	367.0	460	0	144	NONE
Team Aqua	ADMIN SHELLY	49	Weather Institute	NONE	single	2	Keldeo-Resolute	Choice Specs	NONE	NONE	False	64	fixed	Timid	Sharpness	Secret Sword;Air Slash;Hydro Pump;Hidden Power Grass	4	6 HP / 252 SpA / 252 Spe	30 Atk / 30 SpA	1106.0	443	0	223	NONE
Team Aqua	ADMIN SHELLY	49	Weather Institute	NONE	single	4	Haxorus	Lum Berry	NONE	NONE	False	64	fixed	Jolly	Mold Breaker	Dual Chop;Earthquake;Poison Jab;Dragon Dance	4	6 HP / 252 Atk / 252 Spe	NONE	612.0	522	0	207	NONE
Team Aqua	ADMIN SHELLY	49	Weather Institute	NONE	single	6	Decidueye	Assault Vest	NONE	NONE	False	64	fixed	Jolly	Tinted Lens	Shadow Sneak;Spirit Shackle;Leaf Blade;Thousand Arrows	4	6 HP / 252 Atk / 252 Spe	NONE	724.0	503	0	212	NONE
Team Aqua	ADMIN SHELLY	49	Weather Institute	NONE	single	8	Braviary-Hisui	Life Orb	NONE	NONE	False	64	fixed	Modest	Sheer Force	Psychic;Air Slash;Heat Wave;Roost	4	6 HP / 252 SpA / 252 Spe	NONE	1004.0	479	0	148	NONE
Team Aqua	ADMIN SHELLY	49	Weather Institute	NONE	single	10	Gyarados-Mega	Gyaradosite	NONE	NONE	False	64	fixed	Jolly	Mold Breaker	Aqua Tail;Crunch;Earthquake;Dragon Dance	4	6 HP / 252 Atk / 252 Spe	NONE	917.0	303	0	184	NONE
Team Aqua	ARCHIE	62	Aqua Hideout	NONE	single	0	Overqwil	Focus Sash	NONE	NONE	False	74	fixed	Jolly	Intimidate	Toxic Spikes;Haze;Barb Barrage;Throat Chop	4	6 HP / 252 Atk / 252 Spe	NONE	904.0	481	1	220	NONE
Team Aqua	ARCHIE	62	Aqua Hideout	NONE	single	2	Basculegion	Assault Vest	NONE	NONE	False	74	fixed	Adamant	Adaptability	Spirit Shackle;Wave Crash;Superpower;Shadow Sneak	4	6 HP / 252 Atk / 252 Spe	NONE	902.0	503	0	190	NONE
Team Aqua	ARCHIE	62	Aqua Hideout	NONE	single	4	Eelektross	Expert Belt	NONE	NONE	False	74	fixed	Timid	Levitate	Thunderbolt;Flamethrower;Dragon Pulse;Thunderclap	4	6 HP / 252 SpA / 252 Spe	NONE	604.0	477	0	162	NONE
Team Aqua	ARCHIE	62	Aqua Hideout	NONE	single	6	Poliwrath	Life Orb	NONE	NONE	False	74	fixed	Jolly	Water Absorb	Surging Strikes;Close Combat;Poison Jab;Jet Punch	4	6 HP / 252 Atk / 252 Spe	NONE	62.0	479	0	195	NONE
Team Aqua	ARCHIE	62	Aqua Hideout	NONE	single	8	Iron Bundle	Booster Energy	NONE	NONE	False	74	fixed	Timid	Quark Drive	Hydro Pump;Ice Beam;Freeze-Dry;Hidden Power Flying	4	6 HP / 252 SpA / 252 Spe	30 SpA / 30 SpD / 30 Spe	1383.0	906	0	302	NONE
Team Aqua	ARCHIE	62	Aqua Hideout	NONE	single	10	Sharpedo-Mega	Sharpedonite	NONE	NONE	False	74	fixed	Jolly	Strong Jaw	Crunch;Psychic Fangs;Aqua Jet;Aqua Fang	4	6 HP / 252 Atk / 252 Spe	NONE	936.0	322	0	251	NONE
Team Aqua	ADMIN SHELLY	75	Seafloor Cavern	NONE	single	0	Keldeo-Resolute	Life Orb	NONE	NONE	False	80	fixed	Timid	Sharpness	Secret Sword;Air Slash;Hydro Pump;Hidden Power Grass	4	6 HP / 252 SpA / 252 Spe	30 Atk / 30 SpA	1106.0	479	0	278	NONE
Team Aqua	BACK TO BACK	75		NONE	single	2	Decidueye	Focus Sash	NONE	NONE	False	80	fixed	Jolly	Tinted Lens	Shadow Sneak;Spirit Shackle;Leaf Blade;Thousand Arrows	4	6 HP / 252 Atk / 252 Spe	NONE	724.0	481	0	264	NONE
Team Aqua	BACK TO BACK	75		NONE	single	4	Goodra-Hisui	Assault Vest	NONE	NONE	False	80	fixed	Calm	Sap Sipper	Dragon Pulse;Thunderbolt;Flash Cannon;Ice Beam	4	252 HP / 6 SpA / 252 SpD	NONE	1006.0	503	0	125	NONE
Team Aqua	BACK TO BACK	75		NONE	single	6	Gyarados-Mega	Gyaradosite	NONE	NONE	False	80	fixed	Jolly	Mold Breaker	Aqua Tail;Crunch;Earthquake;Dragon Dance	4	6 HP / 252 Atk / 252 Spe	NONE	917.0	303	0	229	NONE
Team Aqua	BACK TO BACK	75		NONE	single	8	Froslass	Wide Lens	NONE	NONE	False	80	fixed	Jolly	Stakeout	Triple Axel;Poltergeist;Ice Shard;Wake-Up Slap	4	6 HP / 252 Atk / 252 Spe	NONE	478.0	474	0	281	NONE
Team Aqua	BACK TO BACK	75		NONE	single	10	Greninja-Bond	Expert Belt	NONE	NONE	False	80	fixed	Timid	Battle Bond	Dark Pulse;Surf;Ice Beam;Grass Knot	4	6 HP / 252 SpA / 252 Spe	NONE	1112.0	477	0	302	NONE
Team Aqua	BACK TO BACK	75		NONE	single	12	Dragonite	Heavy-Duty Boots	NONE	NONE	False	80	fixed	Jolly	Multiscale	Dragon Claw;Dual Wingbeat;Earthquake;Dragon Dance	4	6 HP / 252 Atk / 252 Spe	NONE	149.0		0	228	NONE
Team Aqua	BACK TO BACK	75		NONE	single	14	Machamp-Mega	Machampite	NONE	NONE	False	80	fixed	Adamant	ORAORAORAORA	Mach Punch;Drain Punch;Thunder Punch;Fire Punch	4	6 HP / 252 Atk / 252 Spe	NONE	1500.0	983	0	200	NONE
Team Aqua	ARCHIE	88	Seafloor Cavern	NONE	double	0	Iron Bundle	Booster Energy	NONE	NONE	False	80	fixed	Timid	Quark Drive	Hydro Pump;Icy Wind;Freeze-Dry;Hidden Power Flying	4	6 HP / 252 SpA / 252 Spe	30 SpA / 30 SpD / 30 Spe	1383.0	906	0	326	NONE
Team Aqua	ARCHIE	88	Seafloor Cavern	NONE	double	2	Golurk	Focus Sash	NONE	NONE	False	80	fixed	Adamant	No Guard	Dynamic Punch;Poltergeist;Stone Edge;Headlong Rush	4	6 HP / 252 Atk / 252 Spe	NONE	623.0	481	0	168	NONE
Team Aqua	ARCHIE	88	Seafloor Cavern	NONE	double	4	Eelektross	Expert Belt	NONE	NONE	False	80	fixed	Timid	Fatal Precision	Thunderbolt;Flamethrower;Dragon Pulse;Thunderclap	4	6 HP / 252 SpA / 252 Spe	NONE	604.0	477	0	176	NONE
Team Aqua	ARCHIE	88	Seafloor Cavern	NONE	double	6	Quaquaval	Life Orb	NONE	NONE	False	80	fixed	Jolly	Moxie	Aqua Step;Close Combat;Ice Spinner;Brave Bird	4	6 HP / 252 Atk / 252 Spe	NONE	1297.0	479	0	237	NONE
Team Aqua	ARCHIE	88	Seafloor Cavern	NONE	double	8	Sharpedo-Mega	Sharpedonite	NONE	NONE	False	80	fixed	Jolly	Strong Jaw	Crunch;Psychic Fangs;Aqua Jet;Aqua Fang	4	6 HP / 252 Atk / 252 Spe	NONE	936.0	322	0	272	NONE
Team Aqua	ARCHIE	88	Seafloor Cavern	NONE	double	10	Kyogre-Primal	Blue Orb	NONE	NONE	False	80	fixed	Timid	Primordial Sea	Origin Pulse;Thunder;Ice Beam;Water Spout	4	6 HP / 252 SpA / 252 Spe	NONE	954.0	291	0	246	NONE
Team Magma	GRUNT 2	1	Mt. Chimney	NONE	double	0	Cradily	Chople Berry	NONE	NONE	False	42	fixed	Modest	Storm Drain	Power Gem;Giga Drain;Earth Power;Sludge Bomb	4	6 HP / 252 SpA / 252 Spe	NONE	346.0	555	0	80	NONE
Team Magma	GRUNT 2	1	Mt. Chimney	NONE	double	2	Bombirdier	Expert Belt	NONE	NONE	False	42	fixed	Jolly	Rocky Payload	Knock Off;Dual Wingbeat;Sucker Punch;Rock Slide	4	6 HP / 252 SpA / 252 Spe	NONE	1350.0	477	0	124	NONE
Team Magma	GRUNT 2	1	Mt. Chimney	NONE	double	4	Iron Thorns	Air Balloon	NONE	NONE	False	43	fixed	Adamant	Solid Rock	Rock Slide;Supercell Slam;Ice Punch;Accelerock	4	6 HP / 252 Atk / 252 Spe	NONE	1387.0	497	0	107	NONE
Team Magma	ADMIN COURTNEY	1		NONE	double	6	Centiskorch-Mega	Centiskite	NONE	NONE	False	43	fixed	Jolly	Mountaineer	Fire Lash;Crunch;Power Whip;X-Scissor	4	6 HP / 252 Atk / 252 Spe	NONE	1519.0	993	0	129	NONE
Team Magma	ADMIN COURTNEY	1		NONE	double	8	Serperior	Focus Sash	NONE	NONE	False	43	fixed	Timid	Contrary	Leaf Storm;Glare;Dragon Pulse;Hidden Power Ice	4	NONE	30 Spe	497.0	481	0	126	NONE
Team Magma	ADMIN COURTNEY	1		NONE	double	10	Tauros-Paldea-Blaze	Life Orb	NONE	NONE	False	43	fixed	Jolly	Intimidate	Stone Edge;Raging Bull;Close Combat;Zen Headbutt	4	6 HP / 252 Atk / 252 Spe	NONE	1403.0	479	0	144	NONE
Team Magma	ADMIN TABITHA	13	Mt. Chimney	NONE	single	0	Emboar	Muscle Band	NONE	NONE	False	44	fixed	Adamant	Bull Rush	Flare Blitz;Jump Kick;Sucker Punch;Earthquake	4	6 HP / 252 Atk / 252 Spe	NONE	500.0	475	0	103	NONE
Team Magma	ADMIN TABITHA	13	Mt. Chimney	NONE	single	2	Arcanine-Hisui	Expert Belt	NONE	NONE	False	43	fixed	Jolly	Rock Head	Flare Blitz;Head Smash;Accelerock;Wild Charge	4	6 HP / 252 Atk / 252 Spe	NONE	994.0	477	0	134	NONE
Team Magma	ADMIN TABITHA	13	Mt. Chimney	NONE	single	4	Conkeldurr	Life Orb	NONE	NONE	False	43	fixed	Adamant	Sheer Force	Low Sweep;Mach Punch;Ice Punch;Bulk Up	4	6 HP / 252 Atk / 252 Spe	NONE	534.0	479	0	84	NONE
Team Magma	ADMIN TABITHA	13	Mt. Chimney	NONE	single	6	Salazzle	Air Balloon	NONE	NONE	False	43	fixed	Timid	Corrosion	Flamethrower;Toxic;Sludge Bomb;Hidden Power Grass	4	6 HP / 252 SpA / 252 Spe	30 Atk / 30 SpA	758.0	497	0	160	NONE
Team Magma	ADMIN TABITHA	13	Mt. Chimney	NONE	single	8	Houndoom-Mega	Houndoominite	NONE	NONE	False	44	fixed	Timid	Dark Aura	Flamethrower;Dark Pulse;Sludge Bomb;Scorching Sands	4	6 HP / 252 SpA / 252 Spe	NONE	925.0	311	0	161	NONE
Team Magma	MAXIE	25	Mt. Chimney	NONE	single	0	Gigalith	Custap Berry	NONE	NONE	False	44	fixed	Adamant	Sturdy	Rock Slide;Earthquake;Explosion;Body Press	4	6 HP / 252 Atk / 252 Spe	NONE	526.0	576	0	68	NONE
Team Magma	MAXIE	25	Mt. Chimney	NONE	single	2	Cacturne	Life Orb	NONE	NONE	False	44	fixed	Mild	Water Absorb	Energy Ball;Sucker Punch;Dark Pulse;Scorching Sands	4	6 Atk / 252 SpA / 252 Spe	NONE	332.0	479	0	94	NONE
Team Magma	MAXIE	25	Mt. Chimney	NONE	single	4	Coalossal	Air Balloon	NONE	NONE	False	44	fixed	Relaxed	Steam Engine	Flamethrower;Rock Slide;Will-O-Wisp;Scald	4	252 HP / 252 Def / 6 SpD	NONE	839.0	497	0	40	NONE
Team Magma	MAXIE	25	Mt. Chimney	NONE	single	6	Hawlucha	White Herb	NONE	NONE	False	44	fixed	Jolly	Unburden	Close Combat;Acrobatics;Swords Dance;Poison Jab	4	6 HP / 252 Atk / 252 Spe	NONE	701.0	460	0	165	NONE
Team Magma	MAXIE	25	Mt. Chimney	NONE	single	8	Chi-Yu	Choice Specs	NONE	NONE	False	44	fixed	Timid	Beads of Ruin	Flamethrower;Dark Pulse;Psychic;Hidden Power Grass	4	6 HP / 252 SpA / 252 Spe	30 Atk / 30 SpA	1397.0	443	0	147	NONE
Team Magma	MAXIE	25	Mt. Chimney	NONE	single	10	Camerupt-Mega	Cameruptite	NONE	NONE	False	44	fixed	Modest	Sheer Force	Flamethrower;Ancient Power;Earth Power;Slack Off	4	NONE	NONE	937.0	323	1	36	NONE
Team Magma	ADMIN COURTNEY	38	Magma Hideout	NONE	single	0	Talonflame	Focus Sash	NONE	NONE	False	80	fixed	Jolly	Gale Wings	Tailwind;Brave Bird;Flare Blitz;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	663.0	481	0	309	NONE
Team Magma	BACK TO BACK	38		NONE	single	2	Serperior	Life Orb	NONE	NONE	False	80	fixed	Timid	Contrary	Leaf Storm;Glare;Dragon Pulse;Hidden Power Ice	4	6 HP / 252 SpA / 252 Spe	30 Spe	497.0	479	0	286	NONE
Team Magma	BACK TO BACK	38		NONE	single	4	Kommo-o	Throat Spray	NONE	NONE	False	80	fixed	Timid	Overcoat	Clanging Scales;Aura Sphere;Flash Cannon;Clangorous Soul	4	6 HP / 252 SpA / 252 Spe	NONE	784.0	508	0	237	NONE
Team Magma	BACK TO BACK	38		NONE	single	6	Centiskorch-Mega	Centiskite	NONE	NONE	False	80	fixed	Jolly	Mountaineer	Fire Lash;Leech Life;Knock Off;Power Whip	4	6 HP / 252 Atk / 252 Spe	NONE	1519.0	993	0	237	NONE
Team Magma	BACK TO BACK	38		NONE	single	8	Pawmot	Punching Glove	NONE	NONE	False	80	fixed	Jolly	Iron Fist	Drain Punch;Thunder Punch;Fire Punch;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	1307.0	902	0	272	NONE
Team Magma	BACK TO BACK	38		NONE	single	10	Emboar	Life Orb	NONE	NONE	False	80	fixed	Jolly	Bull Rush	Flare Blitz;Close Combat;Head Smash;Earthquake	4	6 HP / 252 Atk / 252 Spe	NONE	500.0	479	0	202	NONE
Team Magma	BACK TO BACK	38		NONE	single	12	Hydreigon	Choice Specs	NONE	NONE	False	80	fixed	Timid	Levitate	Dark Pulse;Dragon Pulse;Flash Cannon;Hydro Pump	4	6 HP / 252 SpA / 252 Spe	NONE	635.0	443	0	260	NONE
Team Magma	BACK TO BACK	38		NONE	single	14	Houndoom-Mega	Houndoominite	NONE	NONE	False	80	fixed	Timid	Dark Aura	Flamethrower;Fiery Wrath;Sludge Bomb;Scorching Sands	4	6 HP / 252 SpA / 252 Spe	NONE	925.0	311	0	290	NONE
Team Magma	MAXIE	51	Magma Hideout	NONE	double	0	Incineroar	Assault Vest	NONE	NONE	False	80	fixed	Jolly	Intimidate	Fake Out;Darkest Lariat;Flare Blitz;Bulldoze	4	6 HP / 252 Atk / 252 Spe	NONE	727.0	503	0	193	NONE
Team Magma	MAXIE	51	Magma Hideout	NONE	double	2	Hawlucha	White Herb	NONE	NONE	False	80	fixed	Adamant	Unburden	Close Combat;Acrobatics;Swords Dance;Poison Jab	4	6 HP / 252 Atk / 252 Spe	NONE	701.0	460	0	269	NONE
Team Magma	MAXIE	51	Magma Hideout	NONE	double	4	Cacturne	Life Orb	NONE	NONE	False	80	fixed	Timid	Water Absorb	Energy Ball;Sucker Punch;Dark Pulse;Scorching Sands	4	6 HP / 252 SpA / 252 Spe	NONE	332.0	479	0	184	NONE
Team Magma	MAXIE	51	Magma Hideout	NONE	double	6	Chi-Yu	Choice Specs	NONE	NONE	False	80	fixed	Timid	Beads of Ruin	Heat Wave;Dark Pulse;Psychic;Hidden Power Grass	4	6 HP / 252 SpA / 252 Spe	30 Atk / 30 SpA	1397.0	443	0	264	NONE
Team Magma	MAXIE	51	Magma Hideout	NONE	double	8	Camerupt-Mega	Cameruptite	NONE	NONE	False	80	fixed	Modest	Sheer Force	Heat Wave;Ancient Power;Earth Power;Eruption	4	6 HP / 252 SpA / 252 Spe	NONE	937.0	323	1	112	NONE
Team Magma	MAXIE	51	Magma Hideout	NONE	double	10	Groudon-Primal	Red Orb	NONE	NONE	False	80	fixed	Jolly	Desolate Land	Fire Punch;Precipice Blades;Body Press;Rock Slide	4	6 HP / 252 Atk / 252 Spe	NONE	955.0	290	0	246	NONE
Mini bosses	POKEFAN ISABEL	1	Route 110	NONE	double	0	Plusle	Magnet	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Timid	Transistor	Grass Knot;Signal Beam;Electroweb;Charge Beam	4	NONE	NONE	311.0	428	1		NONE
Mini bosses	POKEFAN ISABEL	1	Route 110	NONE	double	2	Mantine	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Calm	Water Absorb	Bubble Beam;Icy Wind;Air Slash;Roost	4	NONE	NONE	226.0	523	0		NONE
Mini bosses	POKEFAN KALEB	1		NONE	double	4	Minun	Magnet	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Jolly	Galvanize	Fake Out;Body Slam;Grass Knot;Quick Attack	4	NONE	NONE	312.0	428	0		NONE
Mini bosses	POKEFAN KALEB	1		NONE	double	6	Rhydon	Eviolite	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Impish	Lightning Rod	Rock Tomb;Bulldoze;Brick Break;Cut	4	NONE	NONE	112.0	494	0		NONE
Mini bosses	COLLECTOR EDWIN	13	Route 110	NONE	single	0	Ludicolo	Coba Berry	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Timid	Own Tempo	Mega Drain;Bubble Beam;Aurora Beam;Fake Out	4	NONE	NONE	272.0	558	3		NONE
Mini bosses	COLLECTOR EDWIN	13	Route 110	NONE	single	2	Stoutland	Silk Scarf	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Jolly	Intimidate	Retaliate;Crunch;Thunder Fang;Psychic Fangs	4	NONE	NONE	508.0	425	0		NONE
Mini bosses	COLLECTOR EDWIN	13	Route 110	NONE	single	4	Clodsire	Black Sludge	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Impish	Unaware	Poison Jab;Bulldoze;Rock Tomb;Recover	4	NONE	NONE	1371.0	487	1		NONE
Mini bosses	GUITARIST JOSEPH	25	Route 110	NONE	single	0	Slowbro-Galar	Wise Glasses	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Modest	Quick Draw	Psybeam;Flash;Grass Knot;Venoshock	4	NONE	NONE	978.0	476	1		NONE
Mini bosses	GUITARIST JOSEPH	25	Route 110	NONE	single	2	Crabominable	Punching Glove	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Adamant	Iron Fist	Ice Punch;Mach Punch;Ice Shard;Drain Punch	4	NONE	NONE	740.0	902	0		NONE
Mini bosses	GUITARIST JOSEPH	25	Route 110	NONE	single	4	Shiftry	Focus Sash	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Jolly	Wind Rider	Fake Out;Night Slash;Razor Leaf;Sucker Punch	4	NONE	NONE	275.0	481	1		NONE
Mini bosses	GUITARIST JOSEPH	25	Route 110	NONE	single	6	Lanturn	Shuca Berry	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Modest	Water Absorb	Shock Wave;Scald;Icy Wind;Signal Beam	4	NONE	NONE	171.0	557	0		NONE
Mini bosses	PSYCHIC EDWARD	37	Route 110	NONE	single	0	Dachsbun	Pixie Plate	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Well-Baked Body	Play Rough;Body Press;Body Slam;Dig	4	NONE	NONE	1312.0	266	0		NONE
Mini bosses	PSYCHIC EDWARD	37	Route 110	NONE	single	2	Mudsdale	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Impish	Stamina	High Horsepower;Body Press;Rock Tomb;Heavy Slam	4	NONE	NONE	750.0	523	0		NONE
Mini bosses	PSYCHIC EDWARD	37	Route 110	NONE	single	4	Cryogonal	Never-Melt Ice	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Timid	Levitate	Freeze-Dry;Ice Shard;Ancient Power;Recover	4	NONE	NONE	615.0	430	0		NONE
Mini bosses	TRIATHLETE ALYSSA	49	Route 110	NONE	single	0	Exeggutor-Alola	Yache Berry	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Adamant	Harvest	Dragon Tail;Seed Bomb;Egg Bomb;Brick Break	4	NONE	NONE	972.0	554	0		NONE
Mini bosses	TRIATHLETE ALYSSA	49	Route 110	NONE	single	2	Heatmor	Charcoal	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Timid	Flash Fire	Flame Burst;Giga Drain;Scorching Sands;Will-O-Wisp	4	NONE	NONE	631.0	426	0		NONE
Mini bosses	TRIATHLETE ALYSSA	49	Route 110	NONE	single	4	Bellibolt	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Bold	Electromorphosis	Discharge;Mud Shot;Muddy Water;Slack Off	4	NONE	NONE	1327.0	523	0		NONE
Mini bosses	TRIATHLETE ALYSSA	49	Route 110	NONE	single	6	Machoke	Eviolite	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Jolly	Guts	Drain Punch;Knock Off;Bulk Up;Rock Slide	4	NONE	NONE	67.0	494	0		NONE
Mini bosses	BREEDER EZEKIEL	61	Route 117	NONE	single	0	Loudred	Throat Spray	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Modest	Punk Rock	Hyper Voice;Shock Wave;Water Pulse;Shadow Ball	4	6 HP / 252 SpA / 252 Spe	NONE	294.0	508	0		NONE
Mini bosses	BREEDER EZEKIEL	61	Route 117	NONE	single	2	Pignite	Muscle Band	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Adamant	Thick Fat	Brick Break;Fire Punch;Sucker Punch;Flame Charge	4	6 HP / 252 Atk / 252 Spe	NONE	499.0	475	0		NONE
Mini bosses	BREEDER EZEKIEL	61	Route 117	NONE	single	4	Orbeetle	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Calm	Swarm	Signal Beam;Psyshock;Giga Drain;Confuse Ray	4	252 HP / 6 SpA / 252 SpD	NONE	826.0	523	1		NONE
Mini bosses	BREEDER EZEKIEL	61	Route 117	NONE	single	6	Flamigo	Fighting Gem	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Jolly	Scrappy	Jump Kick;Acrobatics;Roost;Facade	4	6 HP / 252 Atk / 252 Spe	NONE	1362.0	345	0		NONE
Mini bosses	BREEDER EZEKIEL	61	Route 117	NONE	single	8	Spiritomb	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Relaxed	Intimidate	Dark Pulse;Hex;Shadow Sneak;Will-O-Wisp	4	252 HP / 252 Def / 6 SpA	NONE	442.0	523	0		NONE
Mini bosses	BREEDER LYDIA	73	Route 117	NONE	single	0	Glimmet	Air Balloon	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Bold	Toxic Debris	Ancient Power;Sludge Bomb;Energy Ball;Dazzling Gleam	4	252 HP / 252 Def / 6 SpA	NONE	1358.0	497	1		NONE
Mini bosses	BREEDER LYDIA	73	Route 117	NONE	single	2	Bayleef	Eviolite	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Bold	Overgrow	Mega Drain;Synthesis;Poison Powder;Flash	4	252 HP / 252 Def / 6 SpA	NONE	153.0	494	0		NONE
Mini bosses	BREEDER LYDIA	73	Route 117	NONE	single	4	Seviper	Poison Barb	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Jolly	Merciless	Poison Jab;Night Slash;Bulldoze;Toxic	4	6 HP / 252 Atk / 252 Spe	NONE	336.0	432	0		NONE
Mini bosses	BREEDER LYDIA	73	Route 117	NONE	single	6	Miltank	Leftovers	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Jolly	Thick Fat	Body Slam;Milk Drink;Thunder Punch;Toxic	4	6 HP / 252 Atk / 252 Spe	NONE	241.0	472	0		NONE
Mini bosses	BREEDER LYDIA	73	Route 117	NONE	single	8	Sneasel-Hisui	Focus Sash	NONE	NONE	False	Player's Highest Lv -4	scales_to_player	Jolly	Poison Touch	Fake Out;Cross Poison;Ice Punch;Rock Smash	4	6 HP / 252 Atk / 252 Spe	NONE	999.0	481	0		NONE
Mini bosses	HIKER TRENT	85	Route 112	NONE	single	0	Avalugg-Hisui	Never-Melt Ice	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Impish	Sturdy	Avalanche;Body Press;Rock Slide;Ice Shard	4	252 HP / 6 Atk / 252 Def	NONE	1007.0	430	0		NONE
Mini bosses	HIKER TRENT	85	Route 112	NONE	single	2	Runerigus	Leftovers	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Impish	Shadow Shield	Shadow Claw;Earthquake;Shadow Sneak;Stone Edge	4	252 HP / 6 Atk / 252 Def	NONE	867.0	472	0		NONE
Mini bosses	HIKER TRENT	85	Route 112	NONE	single	4	Turtonator	White Herb	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Calm	Dauntless Shield	Flamethrower;Aura Sphere;Dragon Pulse;Shell Smash	4	252 HP / 6 SpA / 252 SpD	NONE	776.0	460	0		NONE
Mini bosses	HIKER TRENT	85	Route 112	NONE	single	6	Bellossom	Leftovers	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Timid	Chlorophyll	Giga Drain;Sludge Bomb;Quiver Dance;Moonblast	4	6 HP / 252 SpA / 252 Spe	NONE	182.0	472	0		NONE
Mini bosses	PARASOL MADELINE	97	Route 113	NONE	single	0	Sneasler	Focus Sash	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Jolly	Poison Touch	Fake Out;Dire Claw;Brick Break;Rock Slide	4	6 HP / 252 Atk / 252 Spe	NONE	903.0	481	1		NONE
Mini bosses	PARASOL MADELINE	97	Route 113	NONE	single	2	Honchkrow	Scope Lens	NONE	NONE	False	Player's Highest Lv -3	scales_to_player	Adamant	Super Luck	Drill Peck;Sucker Punch;Night Slash;Roost	4	6 HP / 252 Atk / 252 Spe	NONE	430.0	471	0		NONE
Mini bosses	PARASOL MADELINE	97	Route 113	NONE	single	4	Palossand	Yache Berry	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Bold	Water Compaction	Earth Power;Shadow Ball;Shore Up;Psychic	4	252 HP / 252 Def / 6 SpA	NONE	770.0	554	0		NONE
